Temps	Intensity_0
1530	21310.3
1535	21382.5
1540	21454.6
1545	21549.6
1550	21644.6
1555	21739.5
1560	21834.5
1565	21929.4
1570	22024.4
1575	22119.4
1580	22246
1585	22327.5
1590	22416.8
1595	22495.3
1600	22616.5
1605	22767.8
1610	22880.2
1615	22992.6
1620	23105
1625	23217.4
1630	23329.8
1635	23447.2
1640	23564.7
1645	23680.1
1650	23795.5
1655	23903
1660	24010.5
1665	24093.1
1670	24145.5
1675	24222.5
1680	24299.5
1685	24376.5
1690	24453.5
1695	24538.7
1700	24621.7
1705	24707.8
1710	24764.2
1715	24841
1720	24917.8
1725	24994.5
1730	25053.6
1735	25112.7
1740	25147.1
1745	25181.6
1750	25216
1755	25232
1760	25239.7
1765	25244.6
1770	25246.4
1775	25248.2
1780	25229.6
1785	25211.1
1790	25192.6
1795	25174.1
1800	25155.5
1805	25137
1810	25118.5
1815	25125
1820	25150
1825	25175
1830	25200
1835	25225
1840	25250
1845	25275.1
1850	25300.1
1855	25325.1
1860	25350.1
1865	25384.7
1870	25419.4
1875	25454
1880	25463.6
1885	25473.2
1890	25498
1895	25487
1900	25476
1905	25465.1
1910	25454.1
1915	25443.1
1920	25432.2
1925	25421.2
1930	25400.6
1935	25380
1940	25359.5
1945	25338.9
1950	25318.3
1955	25323.1
1960	25363.7
1965	25404.3
1970	25444.9
1975	25485.5
1980	25526.1
1985	25545.7
1990	25565.4
1995	25585.1
2000	25604.7
2005	25624.4
2010	25644.1
2015	25663.8
2020	25642.8
2025	25621.9
2030	25601
2035	25580.1
2040	25559.2
2045	25547.7
2050	25557.1
2055	25566.5
2060	25575.9
2065	25543.8
2070	25511.7
2075	25479.6
2080	25447.5
2085	25415.5
2090	25383.4
2095	25351.3
2100	25319.2
2105	25287.1
2110	25245.7
2115	25204.2
2120	25162.7
2125	25124.5
2130	25127.7
2135	25131
2140	25134.2
2145	25141.2
2150	25148.2
2155	25155.1
2160	25209.7
2165	25264.2
2170	25271.3
2175	25278.4
2180	25285.6
2185	25292.7
2190	25296.6
2195	25300.4
2200	25304.3
2205	25308.2
2210	25308.3
2215	25308.5
2220	25308.7
2225	25261.3
2230	25232.3
2235	25250.8
2240	25269.3
2245	25287.7
2250	25306.2
2255	25313
2260	25319.8
2265	25326.5
2270	25333.3
2275	25340.1
2280	25346.9
2285	25353.7
2290	24046.8
2295	22116.9
2300	20187.1
2305	18239.6
2310	16292
2315	14344.5
2320	12403.7
2325	10463
2330	8522.17
2335	6581.38
2340	4640.6
2345	2699.81
2350	759.027
2355	131.423
2360	107.328
2365	83.2322
2370	76.8148
2375	70.3975
2380	63.9801
2385	62.5083
2390	61.0365
2395	59.5647
2400	58.0929
2405	56.6211
2410	55.1493
2415	53.6775
2420	52.9041
2425	53.0984
2430	53.2927
2435	53.4869
2440	53.6812
2445	53.8755
2450	54.0698
2455	54.264
2460	55.4739
2465	56.6837
2470	57.8936
2475	59.1034
2480	59.0263
2485	58.755
2490	58.4836
2495	58.2122
2500	57.9409
2505	57.6695
2510	57.3981
2515	57.1268
2520	56.8554
2525	55.5685
2530	54.2815
2535	52.9946
2540	52.88
2545	54.0525
2550	55.2176
2555	56.3828
2560	57.2777
2565	58.1726
2570	59.0675
2575	59.5809
2580	60.0944
2585	60.6078
2590	59.8652
2595	59.1226
2600	58.3799
2605	56.4649
2610	54.5499
2615	52.6421
2620	50.7343
2625	49.0967
2630	47.4592
2635	45.8217
2640	44.5657
2645	43.3096
2650	43.4384
2655	44.8232
2660	46.208
2665	47.5928
2670	48.9776
2675	50.3624
2680	51.7472
2685	53.132
2690	54.5168
2695	55.9016
2700	57.2864
2705	58.7106
2710	60.1349
2715	60.1743
2720	60.2137
2725	60.2532
2730	60.2926
2735	60.332
2740	60.6404
2745	60.9487
2750	61.3967
2755	61.3242
2760	61.2518
2765	61.1794
2770	61.0675
2775	60.2068
2780	59.346
2785	58.4853
2790	57.6245
2795	56.7638
2800	55.903
2805	54.7733
2810	53.6436
2815	52.3744
2820	51.6255
2825	50.8766
2830	50.1277
2835	1043.34
2840	2037.29
2845	3049.59
2850	4061.89
2855	5107.48
2860	6236.73
2865	7510.38
2870	8976.12
2875	10595.8
2880	12415.8
2885	14347.3
2890	16305.8
2895	18299.3
2900	19316.8
2905	20334.4
2910	21333.7
2915	22332.9
2920	23304.2
2925	24210.1
2930	24971.6
2935	25540.9
2940	25956.3
2945	26171.4
2950	26275
2955	26351.6
2960	26393.3
2965	26436.7
2970	26510.3
2975	26583.9
2980	26657.5
2985	26725.8
2990	26776.2
2995	26846.4
3000	26916.6
3005	26986.7
3010	27056.9
3015	27127.1
3020	27197.2
3025	27267.4
3030	27317.8
3035	27337.9
3040	27358
3045	27378.1
3050	27422.1
3055	27465.8
3060	27489.7
3065	27513.7
3070	27549
3075	27575.4
3080	27601.8
3085	27628.2
3090	27654.7
3095	27681.1
3100	27691.6
3105	27702.1
3110	27712.7
3115	27699.3
3120	27685.8
3125	27672.4
3130	27659
3135	27634.2
3140	27618.4
3145	27602.5
3150	27586.6
3155	27570.7
3160	27563.7
3165	27572.5
3170	27581.3
3175	27590.1
3180	27599
3185	27607.8
3190	27617.3
3195	27626.7
3200	27633.8
3205	27640.9
3210	27648
3215	27655.1
3220	27647
3225	27630.1
3230	27613.2
3235	27551
3240	27488.8
3245	27426.6
3250	27364.4
3255	27301.6
3260	27238.7
3265	27178.3
3270	27117.8
3275	27048.1
3280	26952.3
3285	26871.7
3290	26791.2
3295	26710.6
3300	26647.2
3305	26572.1
3310	26497.1
3315	26422
3320	26347
3325	26271.9
3330	26196.8
3335	26087.1
3340	25986.6
3345	25912.1
3350	25837.7
3355	25763.2
3360	25688.8
3365	25642.4
3370	25607.8
3375	25573.1
3380	25538.4
3385	25487.9
3390	25437.4
3395	25386.9
3400	25310.3
3405	25233.8
3410	25157.3
3415	25080.7
3420	25004.2
3425	24927.6
3430	24851.1
3435	24774.6
3440	24689.6
3445	24604.7
3450	24535.6
3455	24466.5
3460	24397.4
3465	24389
3470	24380.6
3475	24372.2
3480	24363.9
3485	24355.5
3490	24347.1
3495	24338.7
3500	24348.7
3505	24367.1
3510	24385.5
3515	24380
3520	24374.5
3525	24369.1
3530	24363.6
3535	24358.1
3540	24352.6
3545	24347.2
3550	24341.7
3555	24336.2
3560	24330.7
3565	24306.9
3570	24283
3575	24261.2
3580	24263.2
3585	24265.2
3590	24267.2
3595	24269.2
3600	24271.3
3605	24286.6
3610	24332.5
3615	24385.7
3620	24439
3625	24492.2
3630	24556.6
3635	24621.1
3640	24683.5
3645	24746
3650	24808.4
3655	24870.9
3660	24933.3
3665	24987.6
3670	25028.6
3675	25039
3680	25042.1
3685	25045.2
3690	25031.4
3695	25006.4
3700	24981.4
3705	24956.4
3710	24931.4
3715	24906.4
3720	24881.4
3725	24856.4
3730	24839.5
3735	24822.7
3740	24805.8
3745	24789
3750	24792.9
3755	24826.8
3760	24860.8
3765	24894.7
3770	24928.7
3775	24962.6
3780	24996.5
3785	25030.5
3790	25085.4
3795	25162.5
3800	25239.7
3805	25310.5
3810	25381.4
3815	25431.5
3820	25468.4
3825	25502.2
3830	25535.9
3835	25569.6
3840	25603.3
3845	25637
3850	25670.8
3855	25683.5
3860	25674
3865	25664.6
3870	25661.4
3875	25658.2
3880	25655
3885	25675.7
3890	25699.7
3895	25732
3900	25764.3
3905	25754.9
3910	25745.5
3915	25736.1
3920	25726.7
3925	25717.3
3930	25707.9
3935	25698.5
3940	25673.7
3945	25648.9
3950	25600.1
3955	25538.3
3960	25468.2
3965	25398
3970	25369.6
3975	25341.1
3980	25312.7
3985	25284.2
3990	25255.8
3995	25227.3
4000	25187
4005	25162.1
4010	25129.7
4015	25097.4
4020	25078.1
4025	25051.9
4030	24957.4
4035	24863
4040	24768.5
4045	24674
4050	24579.5
4055	24485
4060	24390.5
4065	24307.9
4070	24225.3
4075	24150.1
4080	24074.9
4085	23999.7
4090	23969.9
4095	24008.4
4100	24046.9
4105	24085.4
4110	24123.9
4115	24162.4
4120	24200.9
4125	24250.1
4130	24322.9
4135	24395.6
4140	24468.4
4145	24541.1
4150	24613.9
4155	24648.1
4160	24682.4
4165	24740.3
4170	24829.1
4175	24939.8
4180	24996.3
4185	25052.9
4190	25098.7
4195	25120.9
4200	25143.2
4205	25165.5
4210	25187.8
4215	25210
4220	25232.3
4225	25254.6
4230	25253.2
4235	25220.9
4240	25204
4245	25258.8
4250	25313.7
4255	25368.5
4260	25451.5
4265	25534.5
4270	25617.5
4275	25700.5
4280	25783.4
4285	25866.4
4290	25949.4
4295	26032.4
4300	26129.5
4305	26189.4
4310	26231.6
4315	26283.9
4320	26336.3
4325	26360.4
4330	26384.6
4335	26408.8
4340	26448.2
4345	26487.7
4350	26541.3
4355	26594.9
4360	26658.2
4365	26708.1
4370	26763.2
4375	26823.4
4380	26873.6
4385	26923.7
4390	26973.8
4395	26997.7
4400	27021.6
4405	27030.3
4410	27038.9
4415	27033.4
4420	27027.9
4425	27012.6
4430	26996.8
4435	26975.6
4440	26949.4
4445	26923.2
4450	26896.9
4455	26935.4
4460	27000
4465	27064.6
4470	27129.3
4475	27199.7
4480	27276.1
4485	27352.4
4490	27404.4
4495	27456.4
4500	27508.4
4505	27560.4
4510	27612.4
4515	27664.4
4520	27651.3
4525	27638.1
4530	27613.1
4535	27588.1
4540	27557.4
4545	27520.6
4550	27483.9
4555	27471.5
4560	27459.2
4565	27446.8
4570	27434.5
4575	27422.1
4580	27409.8
4585	27397.9
4590	27407
4595	27436
4600	27465.1
4605	27494.1
4610	27523.1
4615	27546.9
4620	27570.6
4625	27594.4
4630	27618.2
4635	27642
4640	27665.8
4645	27689.6
4650	27713.4
4655	27716.1
4660	27710.9
4665	27705.7
4670	27700.5
4675	27699.5
4680	27703.8
4685	27684.2
4690	27664.5
4695	27637.3
4700	27610
4705	27582.8
4710	27534.9
4715	27487
4720	27439.1
4725	27391.2
4730	27343.3
4735	27295.4
4740	27243.2
4745	27191
4750	27162.7
4755	27134.5
4760	27113.8
4765	27093.1
4770	27083.2
4775	27093.9
4780	27104.6
4785	27115.4
4790	27126.1
4795	27136.9
4800	27147.6
4805	27158.3
4810	27169.1
4815	27179.8
4820	27190.5
4825	27201.3
4830	27227.4
4835	27242.7
4840	27258
4845	27335.3
4850	27412.6
4855	27489.8
4860	27585.8
4865	27681.8
4870	27777.8
4875	27873.8
4880	27969.8
4885	28092.1
4890	28214.4
4895	28328.2
4900	28442
4905	28555.7
4910	28622.5
4915	28690.3
4920	28758.1
4925	28807.2
4930	28917.1
4935	29027
4940	29136.8
4945	29246.7
4950	29330.3
4955	29413.9
4960	29503.8
4965	29605.7
4970	29707.6
4975	29794.7
4980	29880.7
4985	29966.7
4990	30066.4
4995	30105.3
5000	30144.3
5005	30183.2
5010	30222.1
5015	30261
5020	30299.9
5025	30342.9
5030	30373.7
5035	30404.6
5040	30459.2
5045	30513.7
5050	30568.3
5055	30609.2
5060	30650
5065	30690.9
5070	30731.7
5075	30772.6
5080	30813.5
5085	30854.3
5090	30878
5095	30906.6
5100	30930.6
5105	30930.9
5110	30928.2
5115	30925.4
5120	30922.6
5125	30919.9
5130	30917.1
5135	30914.4
5140	30911.6
5145	30908.8
5150	30906.1
5155	30903.3
5160	30895.7
5165	30892.6
5170	30928
5175	30966.4
5180	31004.8
5185	31043.2
5190	31100.4
5195	31157.6
5200	31214.8
5205	31276.7
5210	31338.6
5215	31400.5
5220	31484.3
5225	31568
5230	31651.7
5235	31720.8
5240	31789.9
5245	31859
5250	31954
5255	32030.1
5260	32106.3
5265	32182.5
5270	32253.9
5275	32325.3
5280	32396.8
5285	32446.4
5290	32496
5295	32545.7
5300	32571.5
5305	32597.4
5310	32649.8
5315	32676.4
5320	32703
5325	32729.6
5330	32756.2
5335	32805.1
5340	32853.9
5345	32938.4
5350	33041.2
5355	33143.9
5360	33246.6
5365	33366.8
5370	33506
5375	33618.6
5380	33731.2
5385	33886.6
5390	34042
5395	34197.3
5400	34330.4
5405	34463.6
5410	34561
5415	34640.3
5420	34719.5
5425	34814.3
5430	34891.7
5435	34950.1
5440	35008.5
5445	35066.8
5450	35082.4
5455	35136
5460	35189.6
5465	35243.2
5470	35309.9
5475	35376.7
5480	35443.4
5485	35510.1
5490	35561.3
5495	35612.4
5500	35663.5
5505	35714.7
5510	35765.8
5515	35816.9
5520	35830.1
5525	35843.3
5530	35937.7
5535	36019.1
5540	36100.4
5545	36181.7
5550	36263
5555	36346.3
5560	36429.6
5565	36512.8
5570	36596.1
5575	36711.2
5580	36826.4
5585	36953.2
5590	37081.8
5595	37146.6
5600	37211.4
5605	37254.1
5610	37296.8
5615	37339.5
5620	37380.2
5625	37420.9
5630	37461.7
5635	37502.4
5640	37511.2
5645	37520.1
5650	37517.3
5655	37446.9
5660	37359
5665	37271
5670	37205.3
5675	37139.5
5680	37073.7
5685	37007.9
5690	36942.2
5695	36876.4
5700	36810.6
5705	36744.9
5710	36679.1
5715	36704.3
5720	36795.3
5725	36886.2
5730	37047.4
5735	37208.5
5740	37369.6
5745	37540.5
5750	37757.5
5755	37976.4
5760	38195.4
5765	38414.3
5770	38643.5
5775	38872.7
5780	39015.7
5785	39158.6
5790	39301.5
5795	39374.3
5800	39447.1
5805	39622.1
5810	39784.5
5815	39896.4
5820	40006.2
5825	40037.7
5830	40069.1
5835	40090.4
5840	40111.6
5845	40128.1
5850	40144.6
5855	40161.1
5860	40177.6
5865	40194.1
5870	40108.4
5875	40025.5
5880	39947.1
5885	39890.2
5890	39911.7
5895	39933.2
5900	39954.7
5905	39976.1
5910	39997.6
5915	40019.1
5920	40090.5
5925	40171.7
5930	40255.1
5935	40338.5
5940	40421.9
5945	40505.3
5950	40567.1
5955	40629
5960	40690.9
5965	40752.8
5970	40814.7
5975	40876.6
5980	40938.5
5985	40993.5
5990	41038.7
5995	41081.8
6000	41124.9
6005	41175.2
6010	41234.5
6015	41293.9
6020	41353.2
6025	41412.5
6030	41482.6
6035	41549.1
6040	41615.5
6045	41682
6050	41705.4
6055	41728.9
6060	41752.3
6065	41775.7
6070	41791.8
6075	41799
6080	41806.2
6085	41598.1
6090	41390.1
6095	41171.3
6100	40956
6105	40740.8
6110	40525.6
6115	40310.3
6120	40095.1
6125	39879.9
6130	39664.6
6135	39449.4
6140	39234.2
6145	39279.3
6150	39539.6
6155	39799.9
6160	40060.2
6165	40320.5
6170	40580.8
6175	40858.2
6180	41135.6
6185	41402.4
6190	41669.2
6195	41899.3
6200	42129.3
6205	42359.4
6210	42329.2
6215	42299
6220	42265.5
6225	42232
6230	42181.6
6235	42131.2
6240	42063.7
6245	41996.2
6250	41939.3
6255	41882.4
6260	41862.2
6265	41842
6270	41821.8
6275	41801.7
6280	41781.5
6285	41744.5
6290	41707.5
6295	41687.3
6300	41667.2
6305	41647.1
6310	41627
6315	41606.9
6320	41586.8
6325	41566.7
6330	41546.6
6335	41526.5
6340	41506.4
6345	41487.9
6350	41444.2
6355	41385.2
6360	41326.2
6365	41267.2
6370	41208.3
6375	41149.3
6380	41090.3
6385	41031.4
6390	40972.4
6395	40913.4
6400	40854.4
6405	40785.5
6410	40715
6415	40689.9
6420	40679.9
6425	40645.9
6430	40609.1
6435	40568.6
6440	40528
6445	40487.4
6450	40446.9
6455	40406.3
6460	40365.8
6465	40325.2
6470	40294.6
6475	40263.9
6480	40233.3
6485	40202.7
6490	40196.1
6495	40246.8
6500	40301.2
6505	40355.6
6510	40409.9
6515	40464.3
6520	40518.7
6525	40573.1
6530	40684.6
6535	40796.1
6540	40907.5
6545	41019
6550	41130.5
6555	41242
6560	41299
6565	41356.1
6570	41438.9
6575	41521.6
6580	41603.7
6585	41685.8
6590	41726.7
6595	41710.5
6600	41694.3
6605	41674.5
6610	41617.2
6615	41560
6620	41502.7
6625	41445.5
6630	41388.3
6635	41287.6
6640	41186.9
6645	41086.9
6650	40986.9
6655	40928.1
6660	40869.3
6665	40810.4
6670	40755.2
6675	40737.4
6680	40719.7
6685	40701.9
6690	40684.1
6695	40673.7
6700	40681
6705	40688.3
6710	40602.5
6715	40516.8
6720	40431.1
6725	40345.3
6730	40259.6
6735	40173.8
6740	40088.1
6745	40002.4
6750	39916.6
6755	39830.9
6760	39737.8
6765	39644.8
6770	39594.1
6775	39636.5
6780	39678.9
6785	39721.3
6790	39746.3
6795	39771.3
6800	39796.3
6805	39799.4
6810	39802.4
6815	39805.4
6820	39808.5
6825	39811.5
6830	39814.5
6835	39775.2
6840	39735.8
6845	39656.6
6850	39577.3
6855	39515.5
6860	39453.6
6865	39391.7
6870	39351.8
6875	39311.9
6880	39272.1
6885	39210.2
6890	39148.4
6895	39086.5
6900	39024.7
6905	38916.1
6910	38847.3
6915	38778.6
6920	38709.9
6925	38641.2
6930	38572.5
6935	38503.8
6940	38435.1
6945	38319.1
6950	38225.2
6955	38131.2
6960	38037.2
6965	37923.6
6970	37856.6
6975	37789.7
6980	37722.7
6985	37632.1
6990	37541.5
6995	37434
7000	37326.4
7005	37218.8
7010	37158.4
7015	37098
7020	37037.7
7025	36977.3
7030	36936.6
7035	36896
7040	36855.3
7045	36814.7
7050	36797.7
7055	36840.3
7060	36936.2
7065	37032.1
7070	37097.7
7075	37163.3
7080	37228.9
7085	37294.4
7090	37360
7095	37425.6
7100	37491.2
7105	37556.7
7110	37622.3
7115	37687.9
7120	37693.9
7125	37663.6
7130	37710.5
7135	37787.7
7140	37865
7145	37958.2
7150	38051.5
7155	38144.7
7160	38238
7165	38331.2
7170	38426.8
7175	38522.4
7180	38618
7185	38713.6
7190	38812.9
7195	38835
7200	38857.2
7205	38861.2
7210	38849.2
7215	38837.2
7220	38825.2
7225	38813.2
7230	38801.2
7235	38786.9
7240	38772.6
7245	38758.3
7250	38744
7255	38725.9
7260	38707.8
7265	38700.2
7270	38710.7
7275	38724.5
7280	38738.2
7285	38752
7290	38765.8
7295	38779.5
7300	38793.3
7305	38807
7310	38820.8
7315	38834.6
7320	38799.7
7325	38764.9
7330	38719.6
7335	38674.2
7340	38625.7
7345	38577.1
7350	38528.5
7355	38479.9
7360	38431.3
7365	38382.7
7370	38334.1
7375	38285.5
7380	38262
7385	38287.2
7390	38347
7395	38389.5
7400	38431.9
7405	38474.4
7410	38516.9
7415	38559.3
7420	38601.8
7425	38644.3
7430	38686.7
7435	38729.2
7440	38771.7
7445	38789
7450	38766.9
7455	38710.1
7460	38670.6
7465	38631.1
7470	38591.6
7475	38552.2
7480	38512.7
7485	38473.2
7490	38433.7
7495	38394.2
7500	38354.8
7505	38315.3
7510	38311.1
7515	38346.5
7520	38381.8
7525	38438.4
7530	38495
7535	38551.7
7540	38608.3
7545	38664.9
7550	38737.9
7555	38810.9
7560	38883.9
7565	38956.9
7570	39025.7
7575	39059.2
7580	39085.9
7585	39103.1
7590	39084.4
7595	39065.7
7600	39029.6
7605	38993.5
7610	38957.4
7615	38905
7620	38852.5
7625	38800
7630	38696.4
7635	38586.2
7640	38449.7
7645	38320
7650	38199.9
7655	38067.3
7660	37934.7
7665	37819.5
7670	37704.2
7675	37570.6
7680	37437
7685	37303.3
7690	37169.7
7695	37087.3
7700	37015.5
7705	36970.1
7710	36924.6
7715	36879.2
7720	36860.8
7725	36842.4
7730	36823.9
7735	36839
7740	36872.5
7745	36905.9
7750	36939.4
7755	36972.9
7760	37017.3
7765	37061.8
7770	37106.2
7775	37155.2
7780	37204.2
7785	37253.2
7790	37302.2
7795	37351.2
7800	37366.7
7805	37382.2
7810	37414.2
7815	37459.1
7820	37504
7825	37537.9
7830	37596.5
7835	37643.9
7840	37667.7
7845	37691.4
7850	37715.2
7855	37739
7860	37762.7
7865	37786.5
7870	37810.3
7875	37817.6
7880	37812
7885	37806.4
7890	37785.3
7895	37733.4
7900	37692.7
7905	37671.1
7910	37649.5
7915	37627.9
7920	37606.2
7925	37584.6
7930	37563
7935	37512.3
7940	37446.1
7945	37379.9
7950	37313.7
7955	37263.1
7960	37202.2
7965	37141.2
7970	37080.3
7975	37019.3
7980	36956.7
7985	36894.1
7990	36815.8
7995	36737.5
8000	36688.4
8005	36654.7
8010	36621
8015	36587.3
8020	36553.6
8025	36536.2
8030	36518.9
8035	36501.6
8040	36484.2
8045	36468.5
8050	36458.9
8055	36465
8060	36471.1
8065	36457.5
8070	36443.9
8075	36430.3
8080	36416.6
8085	36382.6
8090	36348.6
8095	36314.5
8100	36280.5
8105	36246.4
8110	36212.4
8115	36147.4
8120	36082.5
8125	36017.5
8130	35969.7
8135	35921.9
8140	35874.2
8145	35826.4
8150	35799.1
8155	35770.3
8160	35741.5
8165	35712.7
8170	35611.7
8175	35510.6
8180	35434.4
8185	35358.3
8190	35282.1
8195	35208.4
8200	35134.7
8205	35061
8210	34987.3
8215	34913.6
8220	34841.3
8225	34769
8230	34756.1
8235	34820.5
8240	34885
8245	34949.4
8250	35013.9
8255	35078.3
8260	35142.8
8265	35259.1
8270	35375.4
8275	35491.7
8280	35608
8285	35724.3
8290	35840.6
8295	35899.6
8300	35953.3
8305	36007.1
8310	36060.9
8315	36154.5
8320	36248.1
8325	36341.8
8330	36383.6
8335	36425.3
8340	36467.1
8345	36508.9
8350	36550.7
8355	36592.5
8360	36682.1
8365	36743.4
8370	36804.8
8375	36866.2
8380	36858.3
8385	36850.4
8390	36842.5
8395	36834.5
8400	36826.6
8405	36818.7
8410	36810.8
8415	36802.9
8420	36795
8425	36737.3
8430	36707.8
8435	36678.4
8440	36664.4
8445	36679.9
8450	36695.4
8455	36710.8
8460	36726.3
8465	36741.8
8470	36757.3
8475	36772.7
8480	36788.2
8485	36810.1
8490	36805.1
8495	36800.2
8500	36795.2
8505	36774.8
8510	36754.4
8515	36734
8520	36713.5
8525	36693.1
8530	36672.7
8535	36652.3
8540	36631.9
8545	36611.4
8550	36598.7
8555	36612.8
8560	36626.9
8565	36641.1
8570	36655.2
8575	36669.3
8580	36683.4
8585	36746.5
8590	36820.6
8595	36894.7
8600	36968.8
8605	37042.9
8610	37117
8615	37180.7
8620	37244.4
8625	37308.1
8630	37371.8
8635	37401.1
8640	37430.4
8645	37459.8
8650	37440.1
8655	37409.5
8660	37378.8
8665	37348.1
8670	37317.5
8675	37286.8
8680	37252.5
8685	37218.1
8690	37183.7
8695	37209.1
8700	37268.9
8705	37295
8710	37321.1
8715	37347.2
8720	37373.3
8725	37399.4
8730	37425.5
8735	37428.3
8740	37431
8745	37433.8
8750	37436.6
8755	37439.3
8760	37382.3
8765	37325.3
8770	37256.1
8775	37186.9
8780	37117.8
8785	37048.6
8790	36979.4
8795	36910.2
8800	36864.4
8805	36818.5
8810	36772.7
8815	36726.8
8820	36681
8825	36635.1
8830	36618.8
8835	36579.3
8840	36539.8
8845	36500.2
8850	36460.7
8855	36421.1
8860	36381.6
8865	36342.1
8870	36302.5
8875	36263
8880	36223.4
8885	36183.9
8890	36144.4
8895	36146.6
8900	36217.9
8905	36289.2
8910	36360.5
8915	36432.9
8920	36486
8925	36532.5
8930	36579
8935	36625.5
8940	36671.9
8945	36675.5
8950	36679.1
8955	36682.7
8960	36615
8965	36547.3
8970	36479.6
8975	36411.9
8980	36343
8985	36293.6
8990	36250.7
8995	36207.8
9000	36164.9
9005	36148.7
9010	36154.7
9015	36152.7
9020	36150.7
9025	36148.7
9030	36146.7
9035	36129.3
9040	36112
9045	36094.7
9050	36077.3
9055	35980.7
9060	35884
9065	35787.3
9070	35663.9
