:Data_list: 20141029_Gp_xr_5m.txt
:Created: 2014 Oct 30 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2014 10 29  0625   56959  23100     7.74e-07    7.04e-06    1.10e-01
2014 10 29  0630   56959  23400     6.64e-07    6.65e-06    9.98e-02
2014 10 29  0635   56959  23700     6.03e-07    6.37e-06    9.47e-02
2014 10 29  0640   56959  24000     5.79e-07    6.45e-06    8.98e-02
2014 10 29  0645   56959  24300     5.47e-07    6.60e-06    8.28e-02
2014 10 29  0650   56959  24600     5.41e-07    6.52e-06    8.29e-02
2014 10 29  0655   56959  24900     7.69e-07    7.39e-06    1.03e-01
2014 10 29  0700   56959  25200     9.54e-07    8.70e-06    1.10e-01
2014 10 29  0705   56959  25500     8.55e-07    8.72e-06    9.80e-02
2014 10 29  0710   56959  25800     7.99e-07    8.59e-06    9.30e-02
2014 10 29  0715   56959  26100     7.75e-07    8.65e-06    8.95e-02
2014 10 29  0720   56959  26400     7.00e-07    8.28e-06    8.45e-02
2014 10 29  0725   56959  26700     7.18e-07    8.39e-06    8.54e-02
2014 10 29  0730   56959  27000     6.85e-07    8.72e-06    7.85e-02
2014 10 29  0735   56959  27300     5.86e-07    8.31e-06    7.04e-02
2014 10 29  0740   56959  27600     5.96e-07    8.33e-06    7.14e-02
2014 10 29  0745   56959  27900     4.91e-07    7.80e-06    6.29e-02
2014 10 29  0750   56959  28200     4.15e-07    7.16e-06    5.79e-02
2014 10 29  0755   56959  28500     3.80e-07    6.83e-06    5.55e-02
2014 10 29  0800   56959  28800     3.62e-07    6.59e-06    5.50e-02
2014 10 29  0805   56959  29100     3.77e-07    6.48e-06    5.82e-02
2014 10 29  0810   56959  29400     4.11e-07    6.48e-06    6.32e-02
2014 10 29  0815   56959  29700     9.48e-07    8.72e-06    1.07e-01
2014 10 29  0820   56959  30000     9.84e-07    9.95e-06    9.87e-02
2014 10 29  0825   56959  30300     6.90e-07    9.03e-06    7.64e-02
2014 10 29  0830   56959  30600     5.85e-07    8.21e-06    7.13e-02
2014 10 29  0835   56959  30900     5.73e-07    7.97e-06    7.19e-02
2014 10 29  0840   56959  31200     5.32e-07    7.81e-06    6.79e-02
2014 10 29  0845   56959  31500     3.93e-07    6.83e-06    5.75e-02
2014 10 29  0850   56959  31800     3.26e-07    6.24e-06    5.22e-02
2014 10 29  0855   56959  32100     2.71e-07    5.79e-06    4.68e-02
2014 10 29  0900   56959  32400     2.26e-07    5.32e-06    4.25e-02
2014 10 29  0905   56959  32700     1.94e-07    4.93e-06    3.94e-02
2014 10 29  0910   56959  33000     1.59e-07    4.54e-06    3.49e-02
2014 10 29  0915   56959  33300     1.33e-07    4.15e-06    3.20e-02
2014 10 29  0920   56959  33600     1.10e-07    3.85e-06    2.86e-02
2014 10 29  0925   56959  33900     1.08e-07    3.70e-06    2.93e-02
2014 10 29  0930   56959  34200     1.00e-07    3.59e-06    2.79e-02
2014 10 29  0935   56959  34500     9.66e-08    3.48e-06    2.78e-02
2014 10 29  0940   56959  34800     7.63e-08    3.26e-06    2.34e-02
2014 10 29  0945   56959  35100     7.22e-08    3.11e-06    2.32e-02
2014 10 29  0950   56959  35400     8.43e-08    3.14e-06    2.68e-02
2014 10 29  0955   56959  35700     6.75e-07    5.40e-06    1.03e-01
2014 10 29  1000   56959  36000     1.69e-06    1.13e-05    1.46e-01
2014 10 29  1005   56959  36300     5.69e-07    7.04e-06    8.10e-02
2014 10 29  1010   56959  36600     6.49e-07    7.15e-06    9.07e-02
2014 10 29  1015   56959  36900     8.69e-07    7.29e-06    1.18e-01
2014 10 29  1020   56959  37200     1.02e-06    8.37e-06    1.22e-01
2014 10 29  1025   56959  37500     8.08e-07    8.12e-06    9.95e-02
2014 10 29  1030   56959  37800     7.50e-07    7.92e-06    9.47e-02
2014 10 29  1035   56959  38100     5.90e-07    7.35e-06    8.02e-02
2014 10 29  1040   56959  38400     4.56e-07    6.64e-06    6.85e-02
2014 10 29  1045   56959  38700     3.76e-07    6.10e-06    6.16e-02
2014 10 29  1050   56959  39000     3.29e-07    5.78e-06    5.70e-02
2014 10 29  1055   56959  39300     3.77e-07    6.02e-06    6.24e-02
2014 10 29  1100   56959  39600     3.98e-07    6.44e-06    6.18e-02
2014 10 29  1105   56959  39900     3.43e-07    6.31e-06    5.43e-02
2014 10 29  1110   56959  40200     2.48e-07    5.64e-06    4.39e-02
2014 10 29  1115   56959  40500     1.72e-07    4.85e-06    3.54e-02
2014 10 29  1120   56959  40800     1.43e-07    4.46e-06    3.21e-02
2014 10 29  1125   56959  41100     1.47e-07    4.36e-06    3.38e-02
2014 10 29  1130   56959  41400     2.23e-07    4.70e-06    4.72e-02
2014 10 29  1135   56959  41700     3.26e-07    5.27e-06    6.19e-02
2014 10 29  1140   56959  42000     2.32e-07    4.88e-06    4.75e-02
2014 10 29  1145   56959  42300     1.73e-07    4.47e-06    3.86e-02
2014 10 29  1150   56959  42600     1.22e-07    3.95e-06    3.08e-02
2014 10 29  1155   56959  42900     1.12e-07    3.83e-06    2.93e-02
2014 10 29  1200   56959  43200     8.20e-08    3.47e-06    2.35e-02
2014 10 29  1205   56959  43500     6.69e-08    3.15e-06    2.12e-02
2014 10 29  1210   56959  43800     6.36e-08    3.04e-06    2.09e-02
2014 10 29  1215   56959  44100     8.78e-08    3.11e-06    2.82e-02
2014 10 29  1220   56959  44400     1.06e-07    3.23e-06    3.29e-02
2014 10 29  1225   56959  44700     7.68e-08    2.95e-06    2.60e-02
2014 10 29  1230   56959  45000     5.32e-08    2.73e-06    1.94e-02
2014 10 29  1235   56959  45300     3.45e-08    2.43e-06    1.42e-02
2014 10 29  1240   56959  45600     2.78e-08    2.26e-06    1.23e-02
2014 10 29  1245   56959  45900     2.30e-08    2.12e-06    1.08e-02
2014 10 29  1250   56959  46200     2.38e-08    2.05e-06    1.16e-02
2014 10 29  1255   56959  46500     2.35e-08    2.00e-06    1.18e-02
2014 10 29  1300   56959  46800     2.71e-08    2.02e-06    1.34e-02
2014 10 29  1305   56959  47100     2.36e-08    1.96e-06    1.21e-02
2014 10 29  1310   56959  47400     6.65e-08    2.17e-06    2.97e-02
2014 10 29  1315   56959  47700     6.78e-08    2.31e-06    2.92e-02
2014 10 29  1320   56959  48000     9.21e-08    2.35e-06    3.92e-02
2014 10 29  1325   56959  48300     9.74e-08    2.49e-06    3.90e-02
2014 10 29  1330   56959  48600     7.21e-08    2.39e-06    3.02e-02
2014 10 29  1335   56959  48900     7.79e-08    2.40e-06    3.24e-02
2014 10 29  1340   56959  49200     1.76e-07    2.77e-06    6.36e-02
2014 10 29  1345   56959  49500     1.79e-07    2.89e-06    6.19e-02
2014 10 29  1350   56959  49800     1.36e-07    2.74e-06    4.96e-02
2014 10 29  1355   56959  50100     3.39e-07    3.48e-06    8.63e-02
2014 10 29  1400   56959  50400     3.52e-07    4.44e-06    7.43e-02
2014 10 29  1405   56959  50700     1.38e-07    2.94e-06    4.65e-02
2014 10 29  1410   56959  51000     4.91e-07    4.39e-06    1.10e-01
2014 10 29  1415   56959  51300     8.11e-07    6.09e-06    1.32e-01
2014 10 29  1420   56959  51600     9.69e-07    7.15e-06    1.32e-01
2014 10 29  1425   56959  51900     2.17e-06    1.09e-05    1.97e-01
2014 10 29  1430   56959  52200     2.66e-06    1.43e-05    1.86e-01
2014 10 29  1435   56959  52500     2.27e-06    1.32e-05    1.71e-01
2014 10 29  1440   56959  52800     1.78e-06    1.20e-05    1.48e-01
2014 10 29  1445   56959  53100     1.40e-06    1.09e-05    1.29e-01
2014 10 29  1450   56959  53400     9.21e-07    9.16e-06    9.97e-02
2014 10 29  1455   56959  53700     5.79e-07    7.22e-06    8.01e-02
2014 10 29  1500   56959  54000     4.41e-07    6.33e-06    6.92e-02
2014 10 29  1505   56959  54300     3.28e-07    5.37e-06    6.07e-02
2014 10 29  1510   56959  54600     2.13e-07    4.40e-06    4.82e-02
2014 10 29  1515   56959  54900     1.54e-07    3.80e-06    4.05e-02
2014 10 29  1520   56959  55200     1.66e-07    3.64e-06    4.53e-02
2014 10 29  1525   56959  55500     1.28e-07    3.44e-06    3.73e-02
2014 10 29  1530   56959  55800     1.36e-07    3.36e-06    4.04e-02
2014 10 29  1535   56959  56100     1.25e-07    3.37e-06    3.70e-02
2014 10 29  1540   56959  56400     7.63e-08    2.86e-06    2.66e-02
2014 10 29  1545   56959  56700     6.27e-08    2.56e-06    2.45e-02
2014 10 29  1550   56959  57000     1.06e-07    2.75e-06    3.84e-02
2014 10 29  1555   56959  57300     9.12e-08    2.71e-06    3.36e-02
2014 10 29  1600   56959  57600     7.53e-08    2.54e-06    2.97e-02
2014 10 29  1605   56959  57900     1.56e-07    2.79e-06    5.21e-02
2014 10 29  1610   56959  58200     1.47e-06    7.84e-06    1.87e-01
2014 10 29  1615   56959  58500     1.70e-06    9.35e-06    1.81e-01
2014 10 29  1620   56959  58800     1.53e-06    9.70e-06    1.57e-01
2014 10 29  1625   56959  59100     9.01e-07    7.92e-06    1.13e-01
2014 10 29  1630   56959  59400     5.98e-07    6.51e-06    9.16e-02
2014 10 29  1635   56959  59700     4.10e-07    5.46e-06    7.49e-02
2014 10 29  1640   56959  60000     2.93e-07    4.71e-06    6.21e-02
2014 10 29  1645   56959  60300     2.20e-07    4.19e-06    5.24e-02
2014 10 29  1650   56959  60600     1.58e-07    3.64e-06    4.33e-02
2014 10 29  1655   56959  60900     1.19e-07    3.26e-06    3.63e-02
2014 10 29  1700   56959  61200     1.08e-07    3.07e-06    3.53e-02
2014 10 29  1705   56959  61500     3.94e-07    3.92e-06    8.35e-02
2014 10 29  1710   56959  61800     2.89e-07    4.32e-06    5.75e-02
2014 10 29  1715   56959  62100     5.75e-08    2.52e-06    2.27e-02
2014 10 29  1720   56959  62400     5.31e-08    2.37e-06    2.24e-02
2014 10 29  1725   56959  62700     4.86e-08    2.29e-06    2.12e-02
2014 10 29  1730   56959  63000     5.94e-08    2.27e-06    2.61e-02
2014 10 29  1735   56959  63300     1.22e-07    2.62e-06    4.66e-02
2014 10 29  1740   56959  63600     1.49e-07    2.90e-06    5.13e-02
2014 10 29  1745   56959  63900     1.37e-07    2.90e-06    4.74e-02
2014 10 29  1750   56959  64200     1.74e-07    3.11e-06    5.60e-02
2014 10 29  1755   56959  64500     1.30e-07    2.94e-06    4.42e-02
2014 10 29  1800   56959  64800     9.13e-08    2.66e-06    3.43e-02
2014 10 29  1805   56959  65100     6.72e-08    2.40e-06    2.80e-02
2014 10 29  1810   56959  65400     5.45e-08    2.22e-06    2.45e-02
2014 10 29  1815   56959  65700     4.80e-08    2.14e-06    2.25e-02
2014 10 29  1820   56959  66000     7.02e-08    2.34e-06    2.96e-02
2014 10 29  1825   56959  66300     1.07e-07    2.74e-06    3.89e-02
2014 10 29  1830   56959  66600     7.97e-08    2.55e-06    3.11e-02
2014 10 29  1835   56959  66900     1.60e-07    3.11e-06    5.11e-02
2014 10 29  1840   56959  67200     1.85e-07    3.39e-06    5.46e-02
2014 10 29  1845   56959  67500     4.61e-07    3.90e-06    8.80e-02
2014 10 29  1850   56959  67800     1.37e-06    8.37e-06    1.30e-01
2014 10 29  1855   56959  68100     1.36e-07    2.83e-06    4.62e-02
2014 10 29  1900   56959  68400     1.79e-07    3.13e-06    5.60e-02
2014 10 29  1905   56959  68700     9.93e-08    2.67e-06    3.65e-02
2014 10 29  1910   56959  69000     4.01e-08    2.07e-06    1.93e-02
2014 10 29  1915   56959  69300     3.12e-08    1.88e-06    1.65e-02
2014 10 29  1920   56959  69600     4.56e-08    1.98e-06    2.30e-02
2014 10 29  1925   56959  69900     8.71e-08    2.30e-06    3.77e-02
2014 10 29  1930   56959  70200     2.04e-07    2.98e-06    6.42e-02
2014 10 29  1935   56959  70500     7.60e-07    6.32e-06    1.21e-01
2014 10 29  1940   56959  70800     4.27e-07    5.76e-06    7.29e-02
2014 10 29  1945   56959  71100     3.14e-07    4.80e-06    6.49e-02
2014 10 29  1950   56959  71400     4.32e-07    5.12e-06    8.35e-02
2014 10 29  1955   56959  71700     2.02e-07    3.93e-06    5.15e-02
2014 10 29  2000   56959  72000     1.05e-07    3.16e-06    3.29e-02
2014 10 29  2005   56959  72300     4.95e-08    2.45e-06    2.01e-02
2014 10 29  2010   56959  72600     4.16e-08    2.20e-06    1.90e-02
2014 10 29  2015   56959  72900     3.52e-08    2.04e-06    1.72e-02
2014 10 29  2020   56959  73200     4.69e-08    2.07e-06    2.26e-02
2014 10 29  2025   56959  73500     4.49e-08    2.08e-06    2.16e-02
2014 10 29  2030   56959  73800     5.65e-08    2.17e-06    2.61e-02
2014 10 29  2035   56959  74100     6.47e-08    2.27e-06    2.85e-02
2014 10 29  2040   56959  74400     6.66e-08    2.35e-06    2.83e-02
2014 10 29  2045   56959  74700     5.55e-08    2.27e-06    2.44e-02
2014 10 29  2050   56959  75000     4.33e-08    2.09e-06    2.07e-02
2014 10 29  2055   56959  75300     4.60e-08    2.08e-06    2.21e-02
2014 10 29  2100   56959  75600     6.63e-08    2.22e-06    2.98e-02
2014 10 29  2105   56959  75900     8.65e-08    2.43e-06    3.51e-02
2014 10 29  2110   56959  76200     1.42e-07    2.97e-06    4.79e-02
2014 10 29  2115   56959  76500     2.33e-07    3.47e-06    6.69e-02
2014 10 29  2120   56959  76800     3.86e-06    1.47e-05    2.20e-01
2014 10 29  2125   56959  77100     7.02e-07    7.88e-06    8.09e-02
2014 10 29  2130   56959  77400     1.65e-07    3.64e-06    4.51e-02
2014 10 29  2135   56959  77700     1.13e-07    2.95e-06    3.81e-02
2014 10 29  2140   56959  78000     8.49e-08    2.72e-06    3.11e-02
2014 10 29  2145   56959  78300     6.17e-08    2.48e-06    2.48e-02
2014 10 29  2150   56959  78600     4.69e-08    2.29e-06    2.04e-02
2014 10 29  2155   56959  78900     3.73e-08    2.14e-06    1.74e-02
2014 10 29  2200   56959  79200     3.10e-08    2.05e-06    1.51e-02
2014 10 29  2205   56959  79500     3.22e-08    2.04e-06    1.58e-02
2014 10 29  2210   56959  79800     3.12e-08    1.98e-06    1.57e-02
2014 10 29  2215   56959  80100     2.64e-08    1.90e-06    1.39e-02
2014 10 29  2220   56959  80400     2.37e-08    1.83e-06    1.29e-02
2014 10 29  2225   56959  80700     2.43e-08    1.79e-06    1.36e-02
2014 10 29  2230   56959  81000     4.36e-08    1.91e-06    2.27e-02
2014 10 29  2235   56959  81300     3.22e-08    1.88e-06    1.70e-02
2014 10 29  2240   56959  81600     2.49e-08    1.77e-06    1.41e-02
2014 10 29  2245   56959  81900     8.33e-08    2.05e-06    3.55e-02
2014 10 29  2250   56959  82200     7.35e-08    2.16e-06    2.92e-02
2014 10 29  2255   56959  82500     3.16e-08    1.85e-06    1.71e-02
2014 10 29  2300   56959  82800     1.41e-07    2.39e-06    5.67e-02
2014 10 29  2305   56959  83100     7.54e-08    2.34e-06    3.19e-02
2014 10 29  2310   56959  83400     3.39e-08    1.95e-06    1.73e-02
2014 10 29  2315   56959  83700     3.10e-08    1.83e-06    1.69e-02
2014 10 29  2320   56959  84000     2.34e-07    2.88e-06    7.58e-02
2014 10 29  2325   56959  84300     2.54e-07    3.42e-06    7.33e-02
2014 10 29  2330   56959  84600     1.12e-07    2.83e-06    3.94e-02
2014 10 29  2335   56959  84900     8.82e-08    2.63e-06    3.35e-02
2014 10 29  2340   56959  85200     9.56e-08    2.61e-06    3.67e-02
2014 10 29  2345   56959  85500     2.05e-07    2.96e-06    6.87e-02
2014 10 29  2350   56959  85800     2.60e-07    3.35e-06    7.76e-02
2014 10 29  2355   56959  86100     6.92e-07    5.09e-06    1.33e-01
