:Data_list: 20141102_Gp_xr_5m.txt
:Created: 2014 Nov 03 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2014 11 02  0845   56963  31500     1.00e-09    4.73e-07    2.12e-03
2014 11 02  0850   56963  31800     3.92e-09    5.42e-07    7.08e-03
2014 11 02  0855   56963  32100     7.75e-09    6.10e-07    1.27e-02
2014 11 02  0900   56963  32400     3.89e-09    6.21e-07    6.23e-03
2014 11 02  0905   56963  32700     1.08e-09    5.88e-07    1.83e-03
2014 11 02  0910   56963  33000     1.01e-09    5.57e-07    1.81e-03
2014 11 02  0915   56963  33300     1.00e-09    5.31e-07    1.88e-03
2014 11 02  0920   56963  33600     1.00e-09    5.22e-07    1.92e-03
2014 11 02  0925   56963  33900     1.02e-09    5.41e-07    1.88e-03
2014 11 02  0930   56963  34200     3.12e-09    5.86e-07    5.27e-03
2014 11 02  0935   56963  34500     7.99e-09    6.41e-07    1.25e-02
2014 11 02  0940   56963  34800     4.54e-09    6.31e-07    7.07e-03
2014 11 02  0945   56963  35100     1.98e-09    6.05e-07    3.27e-03
2014 11 02  0950   56963  35400     4.18e-09    5.94e-07    7.03e-03
2014 11 02  0955   56963  35700     5.81e-09    5.92e-07    9.82e-03
2014 11 02  1000   56963  36000     6.73e-09    5.94e-07    1.13e-02
2014 11 02  1005   56963  36300     8.34e-09    6.02e-07    1.38e-02
2014 11 02  1010   56963  36600     1.02e-08    6.18e-07    1.65e-02
2014 11 02  1015   56963  36900     1.30e-08    6.43e-07    2.03e-02
2014 11 02  1020   56963  37200     1.32e-08    6.61e-07    2.00e-02
2014 11 02  1025   56963  37500     1.32e-08    6.71e-07    1.97e-02
2014 11 02  1030   56963  37800     1.29e-08    6.83e-07    1.89e-02
2014 11 02  1035   56963  38100     1.12e-08    6.75e-07    1.66e-02
2014 11 02  1040   56963  38400     1.04e-08    6.73e-07    1.54e-02
2014 11 02  1045   56963  38700     8.97e-09    6.88e-07    1.30e-02
2014 11 02  1050   56963  39000     9.07e-09    6.92e-07    1.31e-02
2014 11 02  1055   56963  39300     7.55e-09    6.87e-07    1.10e-02
2014 11 02  1100   56963  39600     5.09e-09    6.72e-07    7.56e-03
2014 11 02  1105   56963  39900     5.03e-09    6.55e-07    7.68e-03
2014 11 02  1110   56963  40200     4.31e-09    6.51e-07    6.62e-03
2014 11 02  1115   56963  40500     3.06e-09    6.46e-07    4.74e-03
2014 11 02  1120   56963  40800     2.07e-09    6.46e-07    3.20e-03
2014 11 02  1125   56963  41100     2.64e-09    6.35e-07    4.15e-03
2014 11 02  1130   56963  41400     2.20e-09    6.30e-07    3.50e-03
2014 11 02  1135   56963  41700     1.26e-09    6.27e-07    2.01e-03
2014 11 02  1140   56963  42000     2.70e-09    6.38e-07    4.22e-03
2014 11 02  1145   56963  42300     1.76e-09    6.45e-07    2.72e-03
2014 11 02  1150   56963  42600     1.17e-09    6.35e-07    1.84e-03
2014 11 02  1155   56963  42900     1.41e-09    6.29e-07    2.24e-03
2014 11 02  1200   56963  43200     1.02e-09    6.01e-07    1.69e-03
2014 11 02  1205   56963  43500     1.07e-09    5.85e-07    1.83e-03
2014 11 02  1210   56963  43800     1.36e-09    5.89e-07    2.31e-03
2014 11 02  1215   56963  44100     1.00e-09    5.80e-07    1.73e-03
2014 11 02  1220   56963  44400     1.00e-09    5.64e-07    1.77e-03
2014 11 02  1225   56963  44700     1.00e-09    5.44e-07    1.84e-03
2014 11 02  1230   56963  45000     1.00e-09    5.38e-07    1.86e-03
2014 11 02  1235   56963  45300     1.00e-09    5.35e-07    1.87e-03
2014 11 02  1240   56963  45600     1.35e-09    5.34e-07    2.53e-03
2014 11 02  1245   56963  45900     4.65e-09    5.46e-07    8.51e-03
2014 11 02  1250   56963  46200     1.79e-09    5.32e-07    3.36e-03
2014 11 02  1255   56963  46500     1.92e-09    5.17e-07    3.69e-03
2014 11 02  1300   56963  46800     1.13e-09    5.06e-07    2.23e-03
2014 11 02  1305   56963  47100     1.27e-08    6.73e-07    1.78e-02
2014 11 02  1310   56963  47400     7.06e-09    6.46e-07    1.06e-02
2014 11 02  1315   56963  47700     1.89e-09    5.35e-07    3.53e-03
2014 11 02  1320   56963  48000     1.52e-09    5.05e-07    3.01e-03
2014 11 02  1325   56963  48300     1.32e-09    5.02e-07    2.63e-03
2014 11 02  1330   56963  48600     2.36e-09    5.06e-07    4.68e-03
2014 11 02  1335   56963  48900     3.55e-09    4.93e-07    7.21e-03
2014 11 02  1340   56963  49200     5.65e-09    4.89e-07    1.16e-02
2014 11 02  1345   56963  49500     6.10e-09    4.86e-07    1.26e-02
2014 11 02  1350   56963  49800     5.43e-09    4.96e-07    1.09e-02
2014 11 02  1355   56963  50100     6.76e-09    5.43e-07    1.24e-02
2014 11 02  1400   56963  50400     6.73e-09    5.63e-07    1.19e-02
2014 11 02  1405   56963  50700     3.17e-09    5.01e-07    6.20e-03
2014 11 02  1410   56963  51000     1.01e-09    4.63e-07    2.19e-03
2014 11 02  1415   56963  51300     1.15e-09    4.53e-07    2.54e-03
2014 11 02  1420   56963  51600     1.05e-09    4.56e-07    2.30e-03
2014 11 02  1425   56963  51900     1.34e-09    4.52e-07    2.96e-03
2014 11 02  1430   56963  52200     1.64e-09    4.62e-07    3.56e-03
2014 11 02  1435   56963  52500     1.16e-09    4.56e-07    2.55e-03
2014 11 02  1440   56963  52800     1.00e-09    4.54e-07    2.21e-03
2014 11 02  1445   56963  53100     1.24e-09    4.67e-07    2.64e-03
2014 11 02  1450   56963  53400     1.09e-09    4.90e-07    2.23e-03
2014 11 02  1455   56963  53700     1.00e-09    4.78e-07    2.09e-03
2014 11 02  1500   56963  54000     1.96e-09    5.13e-07    3.76e-03
2014 11 02  1505   56963  54300     1.32e-09    4.81e-07    2.71e-03
2014 11 02  1510   56963  54600     1.00e-09    4.66e-07    2.15e-03
2014 11 02  1515   56963  54900     1.00e-09    4.65e-07    2.15e-03
2014 11 02  1520   56963  55200     1.00e-09    4.77e-07    2.10e-03
2014 11 02  1525   56963  55500     1.08e-09    4.93e-07    2.19e-03
2014 11 02  1530   56963  55800     1.02e-09    5.11e-07    2.01e-03
2014 11 02  1535   56963  56100     1.18e-09    5.25e-07    2.26e-03
2014 11 02  1540   56963  56400     1.23e-09    5.60e-07    2.19e-03
2014 11 02  1545   56963  56700     1.12e-09    5.39e-07    2.08e-03
2014 11 02  1550   56963  57000     1.00e-09    5.19e-07    1.93e-03
2014 11 02  1555   56963  57300     1.02e-09    5.08e-07    2.01e-03
2014 11 02  1600   56963  57600     1.00e-09    5.01e-07    2.00e-03
2014 11 02  1605   56963  57900     1.02e-09    5.03e-07    2.03e-03
2014 11 02  1610   56963  58200     1.00e-09    4.95e-07    2.02e-03
2014 11 02  1615   56963  58500     1.02e-09    4.93e-07    2.06e-03
2014 11 02  1620   56963  58800     1.00e-09    4.93e-07    2.03e-03
2014 11 02  1625   56963  59100     1.00e-09    4.78e-07    2.09e-03
2014 11 02  1630   56963  59400     1.00e-09    4.71e-07    2.12e-03
2014 11 02  1635   56963  59700     1.00e-09    4.69e-07    2.14e-03
2014 11 02  1640   56963  60000     1.00e-09    4.66e-07    2.15e-03
2014 11 02  1645   56963  60300     1.11e-09    5.05e-07    2.19e-03
2014 11 02  1650   56963  60600     9.36e-09    5.85e-07    1.58e-02
2014 11 02  1655   56963  60900     1.83e-08    6.75e-07    2.72e-02
2014 11 02  1700   56963  61200     2.05e-07    2.41e-06    7.46e-02
2014 11 02  1705   56963  61500     9.62e-08    1.90e-06    5.00e-02
2014 11 02  1710   56963  61800     1.36e-08    9.04e-07    1.30e-02
2014 11 02  1715   56963  62100     2.41e-09    6.60e-07    3.65e-03
2014 11 02  1720   56963  62400     1.92e-09    6.25e-07    3.07e-03
2014 11 02  1725   56963  62700     1.05e-09    5.88e-07    1.79e-03
2014 11 02  1730   56963  63000     1.00e-09    5.57e-07    1.80e-03
2014 11 02  1735   56963  63300     1.00e-09    5.28e-07    1.90e-03
2014 11 02  1740   56963  63600     1.03e-09    5.09e-07    2.03e-03
2014 11 02  1745   56963  63900     1.00e-09    5.00e-07    2.00e-03
2014 11 02  1750   56963  64200     1.02e-09    5.28e-07    1.94e-03
2014 11 02  1755   56963  64500     1.00e-09    5.16e-07    1.94e-03
2014 11 02  1800   56963  64800     1.00e-09    5.06e-07    1.98e-03
2014 11 02  1805   56963  65100     1.12e-09    5.13e-07    2.19e-03
2014 11 02  1810   56963  65400     1.00e-09    4.98e-07    2.01e-03
2014 11 02  1815   56963  65700     1.04e-09    4.79e-07    2.16e-03
2014 11 02  1820   56963  66000     1.01e-09    4.66e-07    2.16e-03
2014 11 02  1825   56963  66300     1.02e-09    4.63e-07    2.21e-03
2014 11 02  1830   56963  66600     1.25e-09    4.73e-07    2.65e-03
2014 11 02  1835   56963  66900     1.63e-09    4.82e-07    3.31e-03
2014 11 02  1840   56963  67200     1.33e-09    4.98e-07    2.66e-03
2014 11 02  1845   56963  67500     1.02e-09    4.95e-07    2.06e-03
2014 11 02  1850   56963  67800     1.11e-09    5.01e-07    2.21e-03
2014 11 02  1855   56963  68100     1.68e-09    5.25e-07    3.20e-03
2014 11 02  1900   56963  68400     1.45e-09    5.31e-07    2.73e-03
2014 11 02  1905   56963  68700     1.16e-09    5.23e-07    2.23e-03
2014 11 02  1910   56963  69000     1.10e-09    5.16e-07    2.14e-03
2014 11 02  1915   56963  69300     1.07e-09    5.14e-07    2.09e-03
2014 11 02  1920   56963  69600     1.00e-09    5.10e-07    1.96e-03
2014 11 02  1925   56963  69900     1.08e-09    5.11e-07    2.11e-03
2014 11 02  1930   56963  70200     1.01e-09    5.16e-07    1.96e-03
2014 11 02  1935   56963  70500     1.00e-09    5.38e-07    1.86e-03
2014 11 02  1940   56963  70800     1.00e-09    5.53e-07    1.82e-03
2014 11 02  1945   56963  71100     1.13e-09    5.39e-07    2.10e-03
2014 11 02  1950   56963  71400     1.00e-09    5.46e-07    1.83e-03
2014 11 02  1955   56963  71700     1.07e-09    5.48e-07    1.94e-03
2014 11 02  2000   56963  72000     5.59e-09    6.32e-07    8.74e-03
2014 11 02  2005   56963  72300     1.06e-08    7.43e-07    1.42e-02
2014 11 02  2010   56963  72600     1.57e-08    8.13e-07    1.93e-02
2014 11 02  2015   56963  72900     1.33e-08    8.19e-07    1.63e-02
2014 11 02  2020   56963  73200     1.26e-08    8.40e-07    1.50e-02
2014 11 02  2025   56963  73500     1.18e-08    8.11e-07    1.46e-02
2014 11 02  2030   56963  73800     1.40e-08    8.14e-07    1.71e-02
2014 11 02  2035   56963  74100     2.09e-08    8.97e-07    2.30e-02
2014 11 02  2040   56963  74400     6.11e-08    1.13e-06    5.28e-02
2014 11 02  2045   56963  74700     2.96e-07    1.86e-06    1.52e-01
2014 11 02  2050   56963  75000     9.97e-07    3.98e-06    2.48e-01
2014 11 02  2055   56963  75300     1.61e-06    7.02e-06    2.30e-01
2014 11 02  2100   56963  75600     1.65e-06    9.05e-06    1.83e-01
2014 11 02  2105   56963  75900     1.39e-06    9.36e-06    1.48e-01
2014 11 02  2110   56963  76200     1.09e-06    8.55e-06    1.28e-01
2014 11 02  2115   56963  76500     7.92e-07    7.16e-06    1.11e-01
2014 11 02  2120   56963  76800     5.88e-07    5.80e-06    1.01e-01
2014 11 02  2125   56963  77100     4.50e-07    4.83e-06    9.31e-02
2014 11 02  2130   56963  77400     3.52e-07    4.07e-06    8.63e-02
2014 11 02  2135   56963  77700     2.74e-07    3.47e-06    7.89e-02
2014 11 02  2140   56963  78000     2.11e-07    3.01e-06    7.02e-02
2014 11 02  2145   56963  78300     1.62e-07    2.65e-06    6.11e-02
2014 11 02  2150   56963  78600     1.24e-07    2.37e-06    5.25e-02
2014 11 02  2155   56963  78900     9.10e-08    2.03e-06    4.47e-02
2014 11 02  2200   56963  79200     6.81e-08    1.74e-06    3.91e-02
2014 11 02  2205   56963  79500     5.01e-08    1.51e-06    3.32e-02
2014 11 02  2210   56963  79800     3.83e-08    1.34e-06    2.86e-02
2014 11 02  2215   56963  80100     2.83e-08    1.22e-06    2.32e-02
2014 11 02  2220   56963  80400     2.32e-08    1.14e-06    2.04e-02
2014 11 02  2225   56963  80700     1.69e-08    1.04e-06    1.62e-02
2014 11 02  2230   56963  81000     1.44e-08    9.77e-07    1.47e-02
2014 11 02  2235   56963  81300     1.11e-08    9.24e-07    1.21e-02
2014 11 02  2240   56963  81600     8.24e-09    8.89e-07    9.26e-03
2014 11 02  2245   56963  81900     7.93e-09    8.75e-07    9.06e-03
2014 11 02  2250   56963  82200     7.97e-09    8.75e-07    9.10e-03
2014 11 02  2255   56963  82500     9.66e-09    8.94e-07    1.08e-02
2014 11 02  2300   56963  82800     1.12e-08    9.31e-07    1.20e-02
2014 11 02  2305   56963  83100     1.09e-08    9.47e-07    1.15e-02
2014 11 02  2310   56963  83400     1.10e-08    9.49e-07    1.16e-02
2014 11 02  2315   56963  83700     9.16e-09    9.25e-07    9.90e-03
2014 11 02  2320   56963  84000     6.39e-09    9.26e-07    6.89e-03
2014 11 02  2325   56963  84300     7.16e-09    9.23e-07    7.73e-03
2014 11 02  2330   56963  84600     8.11e-09    9.15e-07    8.90e-03
2014 11 02  2335   56963  84900     8.66e-09    9.19e-07    9.04e-03
2014 11 02  2340   56963  85200     6.64e-08    1.50e-06    4.35e-02
2014 11 02  2345   56963  85500     8.42e-08    1.79e-06    4.72e-02
2014 11 02  2350   56963  85800     9.77e-08    1.88e-06    5.18e-02
2014 11 02  2355   56963  86100     3.73e-08    1.43e-06    2.49e-02
