:Data_list: 20141031_Gp_xr_5m.txt
:Created: 2014 Nov 01 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2014 10 31  0455   56961  17700     2.20e-08    1.20e-06    1.83e-02
2014 10 31  0500   56961  18000     1.30e-08    1.12e-06    1.16e-02
2014 10 31  0505   56961  18300     8.65e-09    1.07e-06    8.06e-03
2014 10 31  0510   56961  18600     7.41e-09    1.05e-06    7.04e-03
2014 10 31  0515   56961  18900     7.49e-09    1.03e-06    7.26e-03
2014 10 31  0520   56961  19200     5.68e-09    1.01e-06    5.62e-03
2014 10 31  0525   56961  19500     4.47e-09    9.95e-07    4.49e-03
2014 10 31  0530   56961  19800     5.72e-09    9.90e-07    5.78e-03
2014 10 31  0535   56961  20100     2.64e-09    9.73e-07    2.71e-03
2014 10 31  0540   56961  20400     2.93e-09    9.55e-07    3.06e-03
2014 10 31  0545   56961  20700     2.43e-09    9.60e-07    2.53e-03
2014 10 31  0550   56961  21000     6.07e-09    9.92e-07    6.08e-03
2014 10 31  0555   56961  21300     1.33e-08    1.04e-06    1.26e-02
2014 10 31  0600   56961  21600     1.89e-08    1.11e-06    1.70e-02
2014 10 31  0605   56961  21900     1.15e-08    1.07e-06    1.07e-02
2014 10 31  0610   56961  22200     1.08e-08    1.05e-06    1.03e-02
2014 10 31  0615   56961  22500     1.87e-08    1.08e-06    1.71e-02
2014 10 31  0620   56961  22800     5.43e-08    1.30e-06    4.18e-02
2014 10 31  0625   56961  23100     6.46e-08    1.46e-06    4.42e-02
2014 10 31  0630   56961  23400     5.36e-08    1.50e-06    3.57e-02
2014 10 31  0635   56961  23700     3.96e-08    1.47e-06    2.69e-02
2014 10 31  0640   56961  24000     2.94e-08    1.42e-06    2.08e-02
2014 10 31  0645   56961  24300     2.12e-08    1.35e-06    1.56e-02
2014 10 31  0650   56961  24600     1.74e-08    1.29e-06    1.35e-02
2014 10 31  0655   56961  24900     1.34e-08    1.24e-06    1.08e-02
2014 10 31  0700   56961  25200     1.06e-08    1.20e-06    8.86e-03
2014 10 31  0705   56961  25500     1.04e-08    1.18e-06    8.83e-03
2014 10 31  0710   56961  25800     9.76e-09    1.16e-06    8.39e-03
2014 10 31  0715   56961  26100     8.91e-09    1.15e-06    7.74e-03
2014 10 31  0720   56961  26400     1.84e-08    1.24e-06    1.47e-02
2014 10 31  0725   56961  26700     1.56e-08    1.21e-06    1.28e-02
2014 10 31  0730   56961  27000     1.19e-08    1.16e-06    1.03e-02
2014 10 31  0735   56961  27300     1.06e-08    1.14e-06    9.32e-03
2014 10 31  0740   56961  27600     8.35e-09    1.10e-06    7.56e-03
2014 10 31  0745   56961  27900     8.25e-09    1.08e-06    7.64e-03
2014 10 31  0750   56961  28200     6.04e-09    1.04e-06    5.79e-03
2014 10 31  0755   56961  28500     6.04e-09    1.01e-06    5.95e-03
2014 10 31  0800   56961  28800     7.28e-09    1.00e-06    7.26e-03
2014 10 31  0805   56961  29100     1.02e-08    1.01e-06    1.00e-02
2014 10 31  0810   56961  29400     1.01e-08    1.02e-06    9.98e-03
2014 10 31  0815   56961  29700     1.08e-08    1.03e-06    1.05e-02
2014 10 31  0820   56961  30000     6.66e-08    1.39e-06    3.64e-02
2014 10 31  0825   56961  30300     9.33e-08    1.93e-06    4.65e-02
2014 10 31  0830   56961  30600     4.79e-08    1.54e-06    3.12e-02
2014 10 31  0835   56961  30900     3.98e-08    1.40e-06    2.82e-02
2014 10 31  0840   56961  31200     1.75e-08    1.19e-06    1.46e-02
2014 10 31  0845   56961  31500     1.04e-08    1.13e-06    9.17e-03
2014 10 31  0850   56961  31800     1.26e-08    1.14e-06    1.11e-02
2014 10 31  0855   56961  32100     1.49e-08    1.13e-06    1.31e-02
2014 10 31  0900   56961  32400     1.74e-08    1.15e-06    1.51e-02
2014 10 31  0905   56961  32700     2.19e-08    1.20e-06    1.82e-02
2014 10 31  0910   56961  33000     3.51e-08    1.30e-06    2.70e-02
2014 10 31  0915   56961  33300     4.09e-08    1.40e-06    2.92e-02
2014 10 31  0920   56961  33600     7.20e-08    1.83e-06    3.84e-02
2014 10 31  0925   56961  33900     4.98e-08    1.71e-06    2.88e-02
2014 10 31  0930   56961  34200     3.45e-08    1.44e-06    2.38e-02
2014 10 31  0935   56961  34500     3.27e-08    1.36e-06    2.40e-02
2014 10 31  0940   56961  34800     3.06e-08    1.35e-06    2.27e-02
2014 10 31  0945   56961  35100     3.01e-08    1.34e-06    2.25e-02
2014 10 31  0950   56961  35400     2.88e-08    1.33e-06    2.17e-02
2014 10 31  0955   56961  35700     3.16e-08    1.40e-06    2.25e-02
2014 10 31  1000   56961  36000     2.87e-08    1.38e-06    2.08e-02
2014 10 31  1005   56961  36300     2.64e-08    1.34e-06    1.98e-02
2014 10 31  1010   56961  36600     2.73e-08    1.34e-06    2.03e-02
2014 10 31  1015   56961  36900     3.09e-08    1.38e-06    2.24e-02
2014 10 31  1020   56961  37200     2.83e-08    1.37e-06    2.07e-02
2014 10 31  1025   56961  37500     2.46e-08    1.35e-06    1.82e-02
2014 10 31  1030   56961  37800     2.43e-08    1.32e-06    1.83e-02
2014 10 31  1035   56961  38100     2.38e-08    1.31e-06    1.81e-02
2014 10 31  1040   56961  38400     2.40e-08    1.31e-06    1.83e-02
2014 10 31  1045   56961  38700     2.38e-08    1.31e-06    1.82e-02
2014 10 31  1050   56961  39000     1.99e-08    1.27e-06    1.57e-02
2014 10 31  1055   56961  39300     1.74e-08    1.24e-06    1.40e-02
2014 10 31  1100   56961  39600     1.63e-08    1.21e-06    1.34e-02
2014 10 31  1105   56961  39900     1.47e-08    1.19e-06    1.24e-02
2014 10 31  1110   56961  40200     1.42e-08    1.17e-06    1.21e-02
2014 10 31  1115   56961  40500     1.42e-08    1.16e-06    1.22e-02
2014 10 31  1120   56961  40800     1.28e-08    1.14e-06    1.12e-02
2014 10 31  1125   56961  41100     1.33e-08    1.13e-06    1.18e-02
2014 10 31  1130   56961  41400     1.16e-08    1.12e-06    1.04e-02
2014 10 31  1135   56961  41700     1.13e-08    1.10e-06    1.03e-02
2014 10 31  1140   56961  42000     2.26e-08    1.13e-06    2.00e-02
2014 10 31  1145   56961  42300     1.73e-08    1.14e-06    1.52e-02
2014 10 31  1150   56961  42600     1.42e-08    1.11e-06    1.28e-02
2014 10 31  1155   56961  42900     7.26e-09    1.08e-06    6.73e-03
2014 10 31  1200   56961  43200     8.42e-09    1.07e-06    7.89e-03
2014 10 31  1205   56961  43500     9.08e-09    1.05e-06    8.67e-03
2014 10 31  1210   56961  43800     1.01e-08    1.03e-06    9.81e-03
2014 10 31  1215   56961  44100     9.08e-09    1.03e-06    8.83e-03
2014 10 31  1220   56961  44400     6.39e-09    1.02e-06    6.27e-03
2014 10 31  1225   56961  44700     8.28e-09    1.01e-06    8.24e-03
2014 10 31  1230   56961  45000     7.25e-09    9.84e-07    7.37e-03
2014 10 31  1235   56961  45300     5.74e-09    9.75e-07    5.88e-03
2014 10 31  1240   56961  45600     5.94e-09    9.70e-07    6.12e-03
2014 10 31  1245   56961  45900     6.20e-09    9.54e-07    6.50e-03
2014 10 31  1250   56961  46200     5.98e-09    9.47e-07    6.31e-03
2014 10 31  1255   56961  46500     5.81e-09    9.51e-07    6.11e-03
2014 10 31  1300   56961  46800     6.68e-09    9.68e-07    6.89e-03
2014 10 31  1305   56961  47100     6.91e-09    9.69e-07    7.13e-03
2014 10 31  1310   56961  47400     7.00e-09    9.67e-07    7.23e-03
2014 10 31  1315   56961  47700     6.16e-09    9.56e-07    6.45e-03
2014 10 31  1320   56961  48000     4.76e-09    9.38e-07    5.07e-03
2014 10 31  1325   56961  48300     3.65e-09    9.25e-07    3.95e-03
2014 10 31  1330   56961  48600     5.76e-09    9.08e-07    6.34e-03
2014 10 31  1335   56961  48900     4.30e-09    8.92e-07    4.82e-03
2014 10 31  1340   56961  49200     3.78e-09    8.97e-07    4.21e-03
2014 10 31  1345   56961  49500     3.53e-09    9.23e-07    3.84e-03
2014 10 31  1350   56961  49800     5.57e-09    9.25e-07    6.03e-03
2014 10 31  1355   56961  50100     6.17e-09    9.29e-07    6.63e-03
2014 10 31  1400   56961  50400     9.03e-09    9.61e-07    9.38e-03
2014 10 31  1405   56961  50700     1.05e-08    9.77e-07    1.08e-02
2014 10 31  1410   56961  51000     1.26e-08    9.85e-07    1.28e-02
2014 10 31  1415   56961  51300     1.27e-08    9.70e-07    1.31e-02
2014 10 31  1420   56961  51600     1.17e-08    9.66e-07    1.21e-02
2014 10 31  1425   56961  51900     1.10e-08    9.65e-07    1.14e-02
2014 10 31  1430   56961  52200     1.29e-08    9.71e-07    1.33e-02
2014 10 31  1435   56961  52500     1.86e-08    9.99e-07    1.86e-02
2014 10 31  1440   56961  52800     2.17e-08    1.03e-06    2.12e-02
2014 10 31  1445   56961  53100     1.91e-08    1.03e-06    1.86e-02
2014 10 31  1450   56961  53400     1.74e-08    1.03e-06    1.69e-02
2014 10 31  1455   56961  53700     1.58e-08    1.02e-06    1.55e-02
2014 10 31  1500   56961  54000     1.38e-08    9.98e-07    1.38e-02
2014 10 31  1505   56961  54300     1.23e-08    9.81e-07    1.25e-02
2014 10 31  1510   56961  54600     1.12e-08    9.74e-07    1.15e-02
2014 10 31  1515   56961  54900     1.22e-08    9.66e-07    1.26e-02
2014 10 31  1520   56961  55200     1.36e-08    9.66e-07    1.41e-02
2014 10 31  1525   56961  55500     1.38e-08    9.64e-07    1.43e-02
2014 10 31  1530   56961  55800     1.10e-08    9.50e-07    1.15e-02
2014 10 31  1535   56961  56100     9.00e-09    9.34e-07    9.63e-03
2014 10 31  1540   56961  56400     8.14e-09    9.17e-07    8.87e-03
2014 10 31  1545   56961  56700     8.05e-09    9.08e-07    8.87e-03
2014 10 31  1550   56961  57000     6.45e-09    8.99e-07    7.17e-03
2014 10 31  1555   56961  57300     5.85e-09    8.84e-07    6.61e-03
2014 10 31  1600   56961  57600     5.54e-09    8.68e-07    6.39e-03
2014 10 31  1605   56961  57900     4.59e-09    8.55e-07    5.37e-03
2014 10 31  1610   56961  58200     4.75e-09    8.59e-07    5.53e-03
2014 10 31  1615   56961  58500     5.75e-09    8.73e-07    6.59e-03
2014 10 31  1620   56961  58800     1.38e-08    8.99e-07    1.51e-02
2014 10 31  1625   56961  59100     2.33e-08    9.51e-07    2.45e-02
2014 10 31  1630   56961  59400     2.02e-08    9.50e-07    2.12e-02
2014 10 31  1635   56961  59700     1.74e-08    9.52e-07    1.82e-02
2014 10 31  1640   56961  60000     1.60e-08    9.95e-07    1.61e-02
2014 10 31  1645   56961  60300     1.49e-08    1.02e-06    1.46e-02
2014 10 31  1650   56961  60600     1.03e-08    9.57e-07    1.07e-02
2014 10 31  1655   56961  60900     9.15e-09    9.15e-07    9.99e-03
2014 10 31  1700   56961  61200     7.52e-09    8.96e-07    8.38e-03
2014 10 31  1705   56961  61500     6.67e-09    8.77e-07    7.60e-03
2014 10 31  1710   56961  61800     5.72e-09    8.66e-07    6.60e-03
2014 10 31  1715   56961  62100     5.26e-09    8.55e-07    6.15e-03
2014 10 31  1720   56961  62400     4.99e-09    8.47e-07    5.89e-03
2014 10 31  1725   56961  62700     3.67e-09    8.39e-07    4.37e-03
2014 10 31  1730   56961  63000     4.26e-09    8.35e-07    5.10e-03
2014 10 31  1735   56961  63300     4.18e-09    8.28e-07    5.05e-03
2014 10 31  1740   56961  63600     4.68e-09    8.40e-07    5.57e-03
2014 10 31  1745   56961  63900     6.68e-09    8.60e-07    7.77e-03
2014 10 31  1750   56961  64200     1.27e-08    9.11e-07    1.39e-02
2014 10 31  1755   56961  64500     2.78e-08    9.95e-07    2.77e-02
2014 10 31  1800   56961  64800     5.92e-08    1.15e-06    5.11e-02
2014 10 31  1805   56961  65100     8.21e-08    1.29e-06    6.35e-02
2014 10 31  1810   56961  65400     8.28e-08    1.39e-06    5.97e-02
2014 10 31  1815   56961  65700     8.37e-08    1.47e-06    5.70e-02
2014 10 31  1820   56961  66000     8.11e-08    1.51e-06    5.37e-02
2014 10 31  1825   56961  66300     7.61e-08    1.53e-06    4.96e-02
2014 10 31  1830   56961  66600     6.94e-08    1.53e-06    4.52e-02
2014 10 31  1835   56961  66900     5.90e-08    1.49e-06    3.96e-02
2014 10 31  1840   56961  67200     5.03e-08    1.44e-06    3.50e-02
2014 10 31  1845   56961  67500     4.45e-08    1.40e-06    3.19e-02
2014 10 31  1850   56961  67800     4.07e-08    1.38e-06    2.96e-02
2014 10 31  1855   56961  68100     3.70e-08    1.35e-06    2.73e-02
2014 10 31  1900   56961  68400     3.37e-08    1.33e-06    2.53e-02
2014 10 31  1905   56961  68700     2.75e-08    1.29e-06    2.13e-02
2014 10 31  1910   56961  69000     2.92e-08    1.26e-06    2.31e-02
2014 10 31  1915   56961  69300     3.24e-08    1.26e-06    2.56e-02
2014 10 31  1920   56961  69600     3.38e-08    1.29e-06    2.61e-02
2014 10 31  1925   56961  69900     3.44e-08    1.31e-06    2.64e-02
2014 10 31  1930   56961  70200     3.62e-08    1.31e-06    2.77e-02
2014 10 31  1935   56961  70500     3.40e-08    1.30e-06    2.61e-02
2014 10 31  1940   56961  70800     3.58e-08    1.34e-06    2.68e-02
2014 10 31  1945   56961  71100     3.34e-08    1.31e-06    2.55e-02
2014 10 31  1950   56961  71400     2.80e-08    1.27e-06    2.20e-02
2014 10 31  1955   56961  71700     2.69e-08    1.24e-06    2.17e-02
2014 10 31  2000   56961  72000     2.10e-08    1.20e-06    1.74e-02
2014 10 31  2005   56961  72300     1.70e-08    1.17e-06    1.46e-02
2014 10 31  2010   56961  72600     1.64e-08    1.14e-06    1.43e-02
2014 10 31  2015   56961  72900     1.54e-08    1.12e-06    1.38e-02
2014 10 31  2020   56961  73200     1.38e-08    1.09e-06    1.27e-02
2014 10 31  2025   56961  73500     1.36e-08    1.07e-06    1.27e-02
2014 10 31  2030   56961  73800     3.07e-08    1.27e-06    2.38e-02
2014 10 31  2035   56961  74100     2.81e-08    1.30e-06    2.13e-02
2014 10 31  2040   56961  74400     1.22e-08    1.08e-06    1.13e-02
2014 10 31  2045   56961  74700     1.08e-08    1.02e-06    1.06e-02
2014 10 31  2050   56961  75000     1.05e-08    9.90e-07    1.06e-02
2014 10 31  2055   56961  75300     8.75e-09    9.64e-07    9.07e-03
2014 10 31  2100   56961  75600     7.39e-09    9.44e-07    7.84e-03
2014 10 31  2105   56961  75900     6.79e-09    9.23e-07    7.36e-03
2014 10 31  2110   56961  76200     6.14e-09    9.01e-07    6.81e-03
2014 10 31  2115   56961  76500     4.19e-09    8.94e-07    4.68e-03
2014 10 31  2120   56961  76800     3.41e-09    8.72e-07    3.91e-03
2014 10 31  2125   56961  77100     4.80e-09    8.66e-07    5.54e-03
2014 10 31  2130   56961  77400     3.09e-09    8.47e-07    3.66e-03
2014 10 31  2135   56961  77700     2.69e-09    8.22e-07    3.27e-03
2014 10 31  2140   56961  78000     2.96e-09    8.14e-07    3.63e-03
2014 10 31  2145   56961  78300     2.27e-09    8.03e-07    2.83e-03
2014 10 31  2150   56961  78600     3.81e-09    7.92e-07    4.81e-03
2014 10 31  2155   56961  78900     1.93e-09    7.83e-07    2.46e-03
2014 10 31  2200   56961  79200     1.59e-09    7.79e-07    2.05e-03
2014 10 31  2205   56961  79500     1.93e-09    7.67e-07    2.52e-03
2014 10 31  2210   56961  79800     1.09e-09    7.67e-07    1.42e-03
2014 10 31  2215   56961  80100     1.14e-09    7.76e-07    1.47e-03
2014 10 31  2220   56961  80400     1.66e-09    7.75e-07    2.15e-03
2014 10 31  2225   56961  80700     1.73e-09    7.64e-07    2.27e-03
2014 10 31  2230   56961  81000     3.34e-09    7.66e-07    4.35e-03
2014 10 31  2235   56961  81300     3.63e-09    7.59e-07    4.78e-03
2014 10 31  2240   56961  81600     1.57e-09    7.51e-07    2.09e-03
2014 10 31  2245   56961  81900     1.17e-09    7.37e-07    1.59e-03
2014 10 31  2250   56961  82200     1.11e-09    7.28e-07    1.52e-03
2014 10 31  2255   56961  82500     1.18e-09    7.17e-07    1.64e-03
2014 10 31  2300   56961  82800     1.10e-09    7.16e-07    1.54e-03
2014 10 31  2305   56961  83100     1.13e-09    7.12e-07    1.59e-03
2014 10 31  2310   56961  83400     1.07e-09    7.01e-07    1.52e-03
2014 10 31  2315   56961  83700     1.14e-09    6.94e-07    1.64e-03
2014 10 31  2320   56961  84000     1.07e-09    6.93e-07    1.55e-03
2014 10 31  2325   56961  84300     1.33e-09    6.95e-07    1.92e-03
2014 10 31  2330   56961  84600     1.24e-09    6.92e-07    1.79e-03
2014 10 31  2335   56961  84900     1.02e-09    6.83e-07    1.49e-03
2014 10 31  2340   56961  85200     1.02e-09    6.77e-07    1.50e-03
2014 10 31  2345   56961  85500     1.35e-09    6.72e-07    2.01e-03
2014 10 31  2350   56961  85800     1.16e-09    6.70e-07    1.73e-03
2014 10 31  2355   56961  86100     1.15e-09    6.77e-07    1.70e-03
