:Data_list: 20130411_Gp_xr_5m.txt
:Created: 2013 Apr 11 2010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2013 04 11  1030   56393  37800     2.83e-07    2.69e-06    1.03e-01
2013 04 11  1035   56393  38100     5.54e-07    4.40e-06    1.26e-01
2013 04 11  1040   56393  38400     6.89e-07    5.84e-06    1.18e-01
2013 04 11  1045   56393  38700     5.81e-07    6.21e-06    9.36e-02
2013 04 11  1050   56393  39000     4.32e-07    5.80e-06    7.45e-02
2013 04 11  1055   56393  39300     4.40e-07    5.75e-06    7.66e-02
2013 04 11  1100   56393  39600     3.81e-07    5.61e-06    6.77e-02
2013 04 11  1105   56393  39900     2.71e-07    5.09e-06    5.32e-02
2013 04 11  1110   56393  40200     1.90e-07    4.38e-06    4.32e-02
2013 04 11  1115   56393  40500     1.35e-07    3.69e-06    3.65e-02
2013 04 11  1120   56393  40800     1.35e-07    3.33e-06    4.05e-02
2013 04 11  1125   56393  41100     1.25e-07    3.03e-06    4.12e-02
2013 04 11  1130   56393  41400     9.72e-08    2.68e-06    3.62e-02
2013 04 11  1135   56393  41700     7.24e-08    2.35e-06    3.08e-02
2013 04 11  1140   56393  42000     5.50e-08    2.05e-06    2.68e-02
2013 04 11  1145   56393  42300     4.24e-08    1.81e-06    2.34e-02
2013 04 11  1150   56393  42600     2.95e-08    1.60e-06    1.83e-02
2013 04 11  1155   56393  42900     2.33e-08    1.44e-06    1.61e-02
2013 04 11  1200   56393  43200     1.61e-08    1.31e-06    1.23e-02
2013 04 11  1205   56393  43500     1.32e-08    1.21e-06    1.09e-02
2013 04 11  1210   56393  43800     1.05e-08    1.12e-06    9.42e-03
2013 04 11  1215   56393  44100     9.74e-09    1.07e-06    9.09e-03
2013 04 11  1220   56393  44400     4.77e-09    9.92e-07    4.80e-03
2013 04 11  1225   56393  44700     6.40e-09    9.49e-07    6.74e-03
2013 04 11  1230   56393  45000     1.20e-08    9.97e-07    1.20e-02
2013 04 11  1235   56393  45300     1.17e-08    1.03e-06    1.13e-02
2013 04 11  1240   56393  45600     3.98e-08    1.13e-06    3.04e-02
2013 04 11  1245   56393  45900     1.65e-07    2.12e-06    7.80e-02
2013 04 11  1250   56393  46200     5.57e-08    1.71e-06    3.20e-02
2013 04 11  1255   56393  46500     1.94e-08    1.27e-06    1.50e-02
2013 04 11  1300   56393  46800     1.12e-08    1.05e-06    1.06e-02
2013 04 11  1305   56393  47100     5.81e-09    9.07e-07    6.41e-03
2013 04 11  1310   56393  47400     8.02e-09    8.67e-07    9.24e-03
2013 04 11  1315   56393  47700     7.62e-09    8.28e-07    9.21e-03
2013 04 11  1320   56393  48000     6.47e-09    8.02e-07    8.06e-03
2013 04 11  1325   56393  48300     5.44e-09    8.45e-07    6.46e-03
2013 04 11  1330   56393  48600     1.97e-09    8.43e-07    2.34e-03
2013 04 11  1335   56393  48900     3.73e-09    8.09e-07    4.60e-03
2013 04 11  1340   56393  49200     1.43e-09    7.69e-07    1.86e-03
2013 04 11  1345   56393  49500     1.61e-09    7.62e-07    2.11e-03
2013 04 11  1350   56393  49800     1.11e-08    8.40e-07    1.29e-02
2013 04 11  1355   56393  50100     1.24e-08    8.94e-07    1.39e-02
2013 04 11  1400   56393  50400     2.97e-08    1.02e-06    2.92e-02
2013 04 11  1405   56393  50700     1.69e-08    9.64e-07    1.74e-02
2013 04 11  1410   56393  51000     6.29e-09    8.13e-07    7.69e-03
2013 04 11  1415   56393  51300     1.62e-09    7.28e-07    2.21e-03
2013 04 11  1420   56393  51600     2.05e-09    7.07e-07    2.89e-03
2013 04 11  1425   56393  51900     1.59e-09    7.01e-07    2.27e-03
2013 04 11  1430   56393  52200     1.13e-09    6.75e-07    1.68e-03
2013 04 11  1435   56393  52500     1.27e-09    6.45e-07    1.97e-03
2013 04 11  1440   56393  52800     1.47e-09    6.30e-07    2.33e-03
2013 04 11  1445   56393  53100     4.68e-09    6.82e-07    6.79e-03
2013 04 11  1450   56393  53400     5.09e-09    6.88e-07    7.28e-03
2013 04 11  1455   56393  53700     1.01e-08    7.62e-07    1.25e-02
2013 04 11  1500   56393  54000     2.51e-09    6.87e-07    3.60e-03
2013 04 11  1505   56393  54300     1.26e-09    6.47e-07    1.95e-03
2013 04 11  1510   56393  54600     1.71e-09    6.26e-07    2.73e-03
2013 04 11  1515   56393  54900     2.03e-09    6.26e-07    3.24e-03
2013 04 11  1520   56393  55200     1.70e-09    6.35e-07    2.68e-03
2013 04 11  1525   56393  55500     1.15e-09    6.20e-07    1.86e-03
2013 04 11  1530   56393  55800     1.48e-09    6.13e-07    2.41e-03
2013 04 11  1535   56393  56100     1.57e-09    6.43e-07    2.44e-03
2013 04 11  1540   56393  56400     1.82e-09    6.77e-07    2.68e-03
2013 04 11  1545   56393  56700     1.83e-09    6.90e-07    2.65e-03
2013 04 11  1550   56393  57000     1.91e-09    6.78e-07    2.82e-03
2013 04 11  1555   56393  57300     2.76e-09    6.67e-07    4.12e-03
2013 04 11  1600   56393  57600     4.92e-09    6.83e-07    7.01e-03
2013 04 11  1605   56393  57900     3.26e-08    8.93e-07    3.57e-02
2013 04 11  1610   56393  58200     4.27e-08    1.05e-06    4.06e-02
2013 04 11  1615   56393  58500     2.17e-08    9.90e-07    2.18e-02
2013 04 11  1620   56393  58800     1.37e-08    8.93e-07    1.54e-02
2013 04 11  1625   56393  59100     1.10e-08    8.57e-07    1.28e-02
2013 04 11  1630   56393  59400     5.74e-09    7.99e-07    7.17e-03
2013 04 11  1635   56393  59700     2.63e-09    7.45e-07    3.53e-03
2013 04 11  1640   56393  60000     1.34e-09    7.04e-07    1.91e-03
2013 04 11  1645   56393  60300     2.18e-09    6.99e-07    3.11e-03
2013 04 11  1650   56393  60600     1.19e-08    7.78e-07    1.37e-02
2013 04 11  1655   56393  60900     1.86e-08    9.19e-07    1.89e-02
2013 04 11  1700   56393  61200     2.80e-09    7.21e-07    3.78e-03
2013 04 11  1705   56393  61500     1.74e-09    6.52e-07    2.67e-03
2013 04 11  1710   56393  61800     3.34e-09    6.59e-07    5.06e-03
2013 04 11  1715   56393  62100     1.90e-09    6.53e-07    2.91e-03
2013 04 11  1720   56393  62400     1.41e-09    6.34e-07    2.23e-03
2013 04 11  1725   56393  62700     1.08e-09    6.10e-07    1.76e-03
2013 04 11  1730   56393  63000     1.62e-09    6.20e-07    2.60e-03
2013 04 11  1735   56393  63300     3.56e-09    6.72e-07    5.22e-03
2013 04 11  1740   56393  63600     4.44e-09    7.03e-07    6.32e-03
2013 04 11  1745   56393  63900     1.82e-09    6.71e-07    2.69e-03
2013 04 11  1750   56393  64200     1.04e-09    6.15e-07    1.70e-03
2013 04 11  1755   56393  64500     1.04e-09    5.95e-07    1.76e-03
2013 04 11  1800   56393  64800     1.04e-09    5.84e-07    1.78e-03
2013 04 11  1805   56393  65100     1.10e-09    5.86e-07    1.88e-03
2013 04 11  1810   56393  65400     1.05e-09    5.91e-07    1.78e-03
2013 04 11  1815   56393  65700     2.38e-09    6.34e-07    3.73e-03
2013 04 11  1820   56393  66000     3.06e-09    6.78e-07    4.47e-03
2013 04 11  1825   56393  66300     6.63e-09    7.43e-07    8.88e-03
2013 04 11  1830   56393  66600     5.58e-09    7.44e-07    7.49e-03
2013 04 11  1835   56393  66900     4.61e-09    7.44e-07    6.19e-03
2013 04 11  1840   56393  67200     1.98e-09    7.36e-07    2.68e-03
2013 04 11  1845   56393  67500     1.96e-09    7.23e-07    2.71e-03
2013 04 11  1850   56393  67800     1.65e-09    6.87e-07    2.40e-03
2013 04 11  1855   56393  68100     3.20e-09    6.90e-07    4.64e-03
2013 04 11  1900   56393  68400     2.37e-09    6.91e-07    3.38e-03
2013 04 11  1905   56393  68700     1.70e-09    6.69e-07    2.54e-03
2013 04 11  1910   56393  69000     1.23e-09    6.27e-07    1.97e-03
2013 04 11  1915   56393  69300     8.03e-09    6.70e-07    1.16e-02
2013 04 11  1920   56393  69600     7.13e-09    7.08e-07    1.00e-02
2013 04 11  1925   56393  69900     2.30e-09    6.69e-07    3.44e-03
2013 04 11  1930   56393  70200     2.42e-09    6.64e-07    3.64e-03
2013 04 11  1935   56393  70500     1.00e-09    6.43e-07    1.55e-03
2013 04 11  1940   56393  70800     1.05e-09    6.25e-07    1.69e-03
2013 04 11  1945   56393  71100     1.57e-09    6.31e-07    2.49e-03
2013 04 11  1950   56393  71400     1.00e-09    6.11e-07    1.64e-03
2013 04 11  1955   56393  71700     1.28e-09    5.88e-07    2.17e-03
2013 04 11  2000   56393  72000    -1.00e+05   -1.00e+05   -1.00e+05
2013 04 11  2005   56393  72300     3.22e-09    5.96e-07    5.41e-03
