:Data_list: 20141028_Gp_xr_5m.txt
:Created: 2014 Oct 29 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2014 10 28  0905   56958  32700     1.76e-07    4.00e-06    4.40e-02
2014 10 28  0910   56958  33000     1.67e-07    3.88e-06    4.30e-02
2014 10 28  0915   56958  33300     1.84e-07    3.96e-06    4.65e-02
2014 10 28  0920   56958  33600     2.21e-07    4.22e-06    5.24e-02
2014 10 28  0925   56958  33900     2.49e-07    4.56e-06    5.46e-02
2014 10 28  0930   56958  34200     2.31e-07    4.57e-06    5.06e-02
2014 10 28  0935   56958  34500     2.70e-07    4.73e-06    5.58e-02
2014 10 28  0940   56958  34800     2.25e-07    4.66e-06    4.77e-02
2014 10 28  0945   56958  35100     1.47e-07    3.98e-06    3.69e-02
2014 10 28  0950   56958  35400     1.29e-07    3.75e-06    3.43e-02
2014 10 28  0955   56958  35700     1.13e-07    3.59e-06    3.14e-02
2014 10 28  1000   56958  36000     9.31e-08    3.32e-06    2.80e-02
2014 10 28  1005   56958  36300     8.07e-08    3.16e-06    2.56e-02
2014 10 28  1010   56958  36600     7.69e-08    3.05e-06    2.52e-02
2014 10 28  1015   56958  36900     6.98e-08    2.95e-06    2.37e-02
2014 10 28  1020   56958  37200     8.90e-08    2.99e-06    2.92e-02
2014 10 28  1025   56958  37500     1.29e-07    3.31e-06    3.90e-02
2014 10 28  1030   56958  37800     1.03e-07    3.19e-06    3.22e-02
2014 10 28  1035   56958  38100     1.01e-07    3.19e-06    3.15e-02
2014 10 28  1040   56958  38400     8.50e-08    3.08e-06    2.76e-02
2014 10 28  1045   56958  38700     7.79e-08    2.98e-06    2.61e-02
2014 10 28  1050   56958  39000     7.72e-08    2.93e-06    2.64e-02
2014 10 28  1055   56958  39300     7.60e-08    2.95e-06    2.58e-02
2014 10 28  1100   56958  39600     1.19e-07    3.23e-06    3.60e-02
2014 10 28  1105   56958  39900     3.99e-07    5.04e-06    7.88e-02
2014 10 28  1110   56958  40200     1.76e-07    3.94e-06    4.44e-02
2014 10 28  1115   56958  40500     1.25e-07    3.46e-06    3.61e-02
2014 10 28  1120   56958  40800     1.10e-07    3.31e-06    3.32e-02
2014 10 28  1125   56958  41100     1.08e-07    3.26e-06    3.31e-02
2014 10 28  1130   56958  41400     1.93e-07    3.59e-06    5.27e-02
2014 10 28  1135   56958  41700     2.13e-07    3.99e-06    5.34e-02
2014 10 28  1140   56958  42000     1.28e-07    3.59e-06    3.55e-02
2014 10 28  1145   56958  42300     1.00e-07    3.31e-06    3.02e-02
2014 10 28  1150   56958  42600     8.01e-08    3.03e-06    2.64e-02
2014 10 28  1155   56958  42900     8.60e-08    2.97e-06    2.89e-02
2014 10 28  1200   56958  43200     9.41e-08    3.08e-06    3.05e-02
2014 10 28  1205   56958  43500     7.88e-08    2.94e-06    2.68e-02
2014 10 28  1210   56958  43800     9.09e-08    2.96e-06    3.07e-02
2014 10 28  1215   56958  44100     9.51e-08    3.02e-06    3.15e-02
2014 10 28  1220   56958  44400     1.08e-07    3.21e-06    3.38e-02
2014 10 28  1225   56958  44700     1.15e-07    3.29e-06    3.48e-02
2014 10 28  1230   56958  45000     1.05e-07    3.22e-06    3.27e-02
2014 10 28  1235   56958  45300     1.04e-07    3.12e-06    3.31e-02
2014 10 28  1240   56958  45600     1.36e-07    3.38e-06    4.03e-02
2014 10 28  1245   56958  45900     2.23e-07    3.89e-06    5.65e-02
2014 10 28  1250   56958  46200     2.44e-07    4.33e-06    5.59e-02
2014 10 28  1255   56958  46500     1.57e-07    3.88e-06    4.05e-02
2014 10 28  1300   56958  46800     1.84e-07    4.01e-06    4.59e-02
2014 10 28  1305   56958  47100     3.06e-07    4.34e-06    7.01e-02
2014 10 28  1310   56958  47400     3.53e-07    4.73e-06    7.48e-02
2014 10 28  1315   56958  47700     2.92e-07    4.55e-06    6.42e-02
2014 10 28  1320   56958  48000     2.49e-07    4.28e-06    5.82e-02
2014 10 28  1325   56958  48300     2.20e-07    4.10e-06    5.37e-02
2014 10 28  1330   56958  48600     2.20e-07    4.10e-06    5.38e-02
2014 10 28  1335   56958  48900     2.76e-07    4.48e-06    6.10e-02
2014 10 28  1340   56958  49200     1.76e-07    3.90e-06    4.52e-02
2014 10 28  1345   56958  49500     1.48e-07    3.65e-06    4.05e-02
2014 10 28  1350   56958  49800     1.41e-07    3.54e-06    3.96e-02
2014 10 28  1355   56958  50100     7.21e-07    5.70e-06    1.12e-01
2014 10 28  1400   56958  50400     2.93e-06    1.39e-05    2.12e-01
2014 10 28  1405   56958  50700     2.45e-06    1.57e-05    1.56e-01
2014 10 28  1410   56958  51000     1.69e-06    1.40e-05    1.20e-01
2014 10 28  1415   56958  51300     1.19e-06    1.19e-05    9.95e-02
2014 10 28  1420   56958  51600     8.45e-07    1.01e-05    8.36e-02
2014 10 28  1425   56958  51900     6.39e-07    8.75e-06    7.30e-02
2014 10 28  1430   56958  52200     5.16e-07    7.80e-06    6.61e-02
2014 10 28  1435   56958  52500     4.38e-07    7.27e-06    6.02e-02
2014 10 28  1440   56958  52800     3.65e-07    6.72e-06    5.43e-02
2014 10 28  1445   56958  53100     3.36e-07    6.38e-06    5.28e-02
2014 10 28  1450   56958  53400     3.09e-07    6.16e-06    5.02e-02
2014 10 28  1455   56958  53700     2.71e-07    5.80e-06    4.67e-02
2014 10 28  1500   56958  54000     2.33e-07    5.41e-06    4.30e-02
2014 10 28  1505   56958  54300     2.02e-07    5.12e-06    3.94e-02
2014 10 28  1510   56958  54600     1.75e-07    4.82e-06    3.63e-02
2014 10 28  1515   56958  54900     2.60e-07    5.18e-06    4.92e-02
2014 10 28  1520   56958  55200     2.95e-07    5.62e-06    5.17e-02
2014 10 28  1525   56958  55500     1.52e-07    4.59e-06    3.31e-02
2014 10 28  1530   56958  55800     1.13e-07    4.08e-06    2.76e-02
2014 10 28  1535   56958  56100     9.75e-08    3.79e-06    2.57e-02
2014 10 28  1540   56958  56400     1.08e-07    3.77e-06    2.87e-02
2014 10 28  1545   56958  56700     2.26e-07    4.25e-06    5.25e-02
2014 10 28  1550   56958  57000     2.27e-07    4.51e-06    5.03e-02
2014 10 28  1555   56958  57300     2.41e-07    4.70e-06    5.14e-02
2014 10 28  1600   56958  57600     2.51e-07    4.76e-06    5.28e-02
2014 10 28  1605   56958  57900     2.93e-07    4.96e-06    5.90e-02
2014 10 28  1610   56958  58200     3.86e-07    5.43e-06    7.10e-02
2014 10 28  1615   56958  58500     4.23e-07    5.74e-06    7.38e-02
2014 10 28  1620   56958  58800     3.85e-07    5.60e-06    6.87e-02
2014 10 28  1625   56958  59100     3.52e-07    5.45e-06    6.45e-02
2014 10 28  1630   56958  59400     3.02e-07    5.20e-06    5.80e-02
2014 10 28  1635   56958  59700     2.51e-07    4.90e-06    5.12e-02
2014 10 28  1640   56958  60000     2.19e-07    4.73e-06    4.63e-02
2014 10 28  1645   56958  60300     1.63e-07    4.21e-06    3.87e-02
2014 10 28  1650   56958  60600     1.44e-07    3.96e-06    3.62e-02
2014 10 28  1655   56958  60900     1.32e-07    3.84e-06    3.44e-02
2014 10 28  1700   56958  61200     1.08e-07    3.61e-06    3.00e-02
2014 10 28  1705   56958  61500     9.65e-08    3.44e-06    2.81e-02
2014 10 28  1710   56958  61800     1.03e-07    3.44e-06    2.98e-02
2014 10 28  1715   56958  62100     1.17e-07    3.46e-06    3.36e-02
2014 10 28  1720   56958  62400     1.76e-07    3.68e-06    4.76e-02
2014 10 28  1725   56958  62700     2.36e-07    3.99e-06    5.89e-02
2014 10 28  1730   56958  63000     2.38e-07    4.12e-06    5.75e-02
2014 10 28  1735   56958  63300     1.58e-07    3.74e-06    4.22e-02
2014 10 28  1740   56958  63600     1.20e-07    3.43e-06    3.49e-02
2014 10 28  1745   56958  63900     8.88e-08    3.12e-06    2.84e-02
2014 10 28  1750   56958  64200     7.90e-08    2.95e-06    2.68e-02
2014 10 28  1755   56958  64500     9.03e-08    2.94e-06    3.07e-02
2014 10 28  1800   56958  64800     8.71e-08    2.89e-06    3.01e-02
2014 10 28  1805   56958  65100     7.21e-08    2.83e-06    2.54e-02
2014 10 28  1810   56958  65400     5.58e-08    2.62e-06    2.12e-02
2014 10 28  1815   56958  65700     6.46e-08    2.63e-06    2.44e-02
2014 10 28  1820   56958  66000     4.58e-08    2.42e-06    1.89e-02
2014 10 28  1825   56958  66300     6.42e-08    2.51e-06    2.56e-02
2014 10 28  1830   56958  66600     6.69e-08    2.58e-06    2.59e-02
2014 10 28  1835   56958  66900     5.39e-08    2.47e-06    2.18e-02
2014 10 28  1840   56958  67200     5.45e-08    2.44e-06    2.23e-02
2014 10 28  1845   56958  67500     7.31e-08    2.60e-06    2.81e-02
2014 10 28  1850   56958  67800     6.35e-08    2.55e-06    2.49e-02
2014 10 28  1855   56958  68100     6.47e-08    2.51e-06    2.57e-02
2014 10 28  1900   56958  68400     5.49e-08    2.44e-06    2.25e-02
2014 10 28  1905   56958  68700     5.07e-08    2.38e-06    2.13e-02
2014 10 28  1910   56958  69000     6.22e-08    2.48e-06    2.50e-02
2014 10 28  1915   56958  69300     5.45e-08    2.42e-06    2.25e-02
2014 10 28  1920   56958  69600     5.13e-08    2.38e-06    2.16e-02
2014 10 28  1925   56958  69900     4.57e-08    2.32e-06    1.97e-02
2014 10 28  1930   56958  70200     4.46e-08    2.27e-06    1.97e-02
2014 10 28  1935   56958  70500     4.13e-08    2.22e-06    1.86e-02
2014 10 28  1940   56958  70800     4.04e-08    2.18e-06    1.85e-02
2014 10 28  1945   56958  71100     5.08e-08    2.27e-06    2.24e-02
2014 10 28  1950   56958  71400     6.81e-08    2.42e-06    2.79e-02
2014 10 28  1955   56958  71700     6.49e-08    2.51e-06    2.58e-02
2014 10 28  2000   56958  72000     4.55e-08    2.32e-06    1.96e-02
2014 10 28  2005   56958  72300     4.21e-08    2.26e-06    1.86e-02
2014 10 28  2010   56958  72600     4.90e-08    2.31e-06    2.12e-02
2014 10 28  2015   56958  72900     4.63e-08    2.30e-06    2.02e-02
2014 10 28  2020   56958  73200     5.07e-08    2.33e-06    2.17e-02
2014 10 28  2025   56958  73500     5.44e-08    2.40e-06    2.26e-02
2014 10 28  2030   56958  73800     6.87e-08    2.55e-06    2.69e-02
2014 10 28  2035   56958  74100     1.05e-07    2.90e-06    3.60e-02
2014 10 28  2040   56958  74400     1.16e-07    2.96e-06    3.92e-02
2014 10 28  2045   56958  74700     1.42e-07    3.13e-06    4.54e-02
2014 10 28  2050   56958  75000     1.43e-07    3.26e-06    4.40e-02
2014 10 28  2055   56958  75300     1.34e-07    3.18e-06    4.23e-02
2014 10 28  2100   56958  75600     1.31e-07    3.09e-06    4.23e-02
2014 10 28  2105   56958  75900     1.14e-07    2.98e-06    3.81e-02
2014 10 28  2110   56958  76200     1.13e-07    3.07e-06    3.68e-02
2014 10 28  2115   56958  76500     9.34e-08    2.94e-06    3.17e-02
2014 10 28  2120   56958  76800     8.42e-08    2.82e-06    2.98e-02
2014 10 28  2125   56958  77100     8.98e-08    2.94e-06    3.05e-02
2014 10 28  2130   56958  77400     8.82e-08    2.98e-06    2.96e-02
2014 10 28  2135   56958  77700     7.94e-08    2.94e-06    2.70e-02
2014 10 28  2140   56958  78000     8.72e-08    3.02e-06    2.89e-02
2014 10 28  2145   56958  78300     8.83e-08    3.02e-06    2.93e-02
2014 10 28  2150   56958  78600     9.14e-08    3.04e-06    3.00e-02
2014 10 28  2155   56958  78900     1.03e-07    3.09e-06    3.32e-02
2014 10 28  2200   56958  79200     1.56e-07    3.38e-06    4.62e-02
2014 10 28  2205   56958  79500     2.33e-07    3.83e-06    6.07e-02
2014 10 28  2210   56958  79800     2.75e-07    4.20e-06    6.54e-02
2014 10 28  2215   56958  80100     2.65e-07    4.31e-06    6.14e-02
2014 10 28  2220   56958  80400     2.14e-07    4.11e-06    5.21e-02
2014 10 28  2225   56958  80700     1.74e-07    3.88e-06    4.49e-02
2014 10 28  2230   56958  81000     1.50e-07    3.73e-06    4.02e-02
2014 10 28  2235   56958  81300     1.34e-07    3.63e-06    3.70e-02
2014 10 28  2240   56958  81600     1.26e-07    3.58e-06    3.51e-02
2014 10 28  2245   56958  81900     1.16e-07    3.47e-06    3.34e-02
2014 10 28  2250   56958  82200     1.50e-07    3.67e-06    4.06e-02
2014 10 28  2255   56958  82500     1.20e-07    3.48e-06    3.46e-02
2014 10 28  2300   56958  82800     1.85e-07    3.80e-06    4.87e-02
2014 10 28  2305   56958  83100     1.47e-07    3.73e-06    3.93e-02
2014 10 28  2310   56958  83400     1.35e-07    3.63e-06    3.71e-02
2014 10 28  2315   56958  83700     1.23e-07    3.56e-06    3.46e-02
2014 10 28  2320   56958  84000     1.04e-07    3.40e-06    3.04e-02
2014 10 28  2325   56958  84300     9.65e-08    3.28e-06    2.94e-02
2014 10 28  2330   56958  84600     1.33e-07    3.49e-06    3.80e-02
2014 10 28  2335   56958  84900     1.43e-07    3.59e-06    3.99e-02
2014 10 28  2340   56958  85200     1.46e-07    3.63e-06    4.01e-02
2014 10 28  2345   56958  85500     1.35e-07    3.58e-06    3.77e-02
2014 10 28  2350   56958  85800     1.49e-07    3.68e-06    4.05e-02
2014 10 28  2355   56958  86100     1.49e-07    3.63e-06    4.10e-02
