:Data_list: 20141101_Gp_xr_5m.txt
:Created: 2014 Nov 02 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2014 11 01  1210   56962  43800     1.00e-09    6.21e-07    1.61e-03
2014 11 01  1215   56962  44100     1.00e-09    6.11e-07    1.64e-03
2014 11 01  1220   56962  44400     1.00e-09    6.15e-07    1.63e-03
2014 11 01  1225   56962  44700     1.00e-09    6.03e-07    1.66e-03
2014 11 01  1230   56962  45000     1.00e-09    6.04e-07    1.66e-03
2014 11 01  1235   56962  45300     1.00e-09    5.86e-07    1.71e-03
2014 11 01  1240   56962  45600     1.00e-09    5.83e-07    1.72e-03
2014 11 01  1245   56962  45900     1.00e-09    5.84e-07    1.71e-03
2014 11 01  1250   56962  46200     1.00e-09    5.77e-07    1.73e-03
2014 11 01  1255   56962  46500     1.00e-09    5.65e-07    1.77e-03
2014 11 01  1300   56962  46800     1.00e-09    5.59e-07    1.79e-03
2014 11 01  1305   56962  47100     1.00e-09    5.52e-07    1.81e-03
2014 11 01  1310   56962  47400     1.00e-09    5.46e-07    1.83e-03
2014 11 01  1315   56962  47700     1.00e-09    5.45e-07    1.84e-03
2014 11 01  1320   56962  48000     1.00e-09    5.46e-07    1.83e-03
2014 11 01  1325   56962  48300     1.01e-09    5.46e-07    1.85e-03
2014 11 01  1330   56962  48600     1.05e-09    5.55e-07    1.88e-03
2014 11 01  1335   56962  48900     1.06e-09    6.00e-07    1.76e-03
2014 11 01  1340   56962  49200     4.97e-09    6.25e-07    7.25e-03
2014 11 01  1345   56962  49500     1.59e-07    1.86e-06    8.17e-02
2014 11 01  1350   56962  49800     1.69e-07    2.28e-06    7.33e-02
2014 11 01  1355   56962  50100     7.22e-08    1.52e-06    4.66e-02
2014 11 01  1400   56962  50400     1.88e-08    9.45e-07    1.88e-02
2014 11 01  1405   56962  50700     1.70e-09    6.45e-07    2.56e-03
2014 11 01  1410   56962  51000     1.00e-09    5.50e-07    1.83e-03
2014 11 01  1415   56962  51300     1.00e-09    5.15e-07    1.94e-03
2014 11 01  1420   56962  51600     1.00e-09    4.99e-07    2.01e-03
2014 11 01  1425   56962  51900     1.00e-09    4.88e-07    2.05e-03
2014 11 01  1430   56962  52200     1.00e-09    4.85e-07    2.06e-03
2014 11 01  1435   56962  52500     1.00e-09    4.89e-07    2.05e-03
2014 11 01  1440   56962  52800     1.00e-09    4.85e-07    2.06e-03
2014 11 01  1445   56962  53100     1.00e-09    4.79e-07    2.09e-03
2014 11 01  1450   56962  53400     1.00e-09    4.76e-07    2.10e-03
2014 11 01  1455   56962  53700     1.00e-09    4.78e-07    2.09e-03
2014 11 01  1500   56962  54000     1.00e-09    4.78e-07    2.09e-03
2014 11 01  1505   56962  54300     1.00e-09    4.80e-07    2.08e-03
2014 11 01  1510   56962  54600     1.00e-09    4.81e-07    2.08e-03
2014 11 01  1515   56962  54900     1.00e-09    4.78e-07    2.09e-03
2014 11 01  1520   56962  55200     1.00e-09    4.81e-07    2.08e-03
2014 11 01  1525   56962  55500     1.00e-09    4.87e-07    2.05e-03
2014 11 01  1530   56962  55800     1.00e-09    4.91e-07    2.04e-03
2014 11 01  1535   56962  56100     1.00e-09    5.01e-07    2.00e-03
2014 11 01  1540   56962  56400     1.00e-09    5.09e-07    1.96e-03
2014 11 01  1545   56962  56700     1.00e-09    5.11e-07    1.96e-03
2014 11 01  1550   56962  57000     1.00e-09    5.13e-07    1.95e-03
2014 11 01  1555   56962  57300     1.00e-09    5.15e-07    1.94e-03
2014 11 01  1600   56962  57600     1.00e-09    5.23e-07    1.91e-03
2014 11 01  1605   56962  57900     1.00e-09    5.21e-07    1.92e-03
2014 11 01  1610   56962  58200     1.05e-09    5.12e-07    2.04e-03
2014 11 01  1615   56962  58500     1.00e-09    5.14e-07    1.95e-03
2014 11 01  1620   56962  58800     1.00e-09    5.07e-07    1.97e-03
2014 11 01  1625   56962  59100     1.00e-09    5.04e-07    1.99e-03
2014 11 01  1630   56962  59400     1.00e-09    5.31e-07    1.88e-03
2014 11 01  1635   56962  59700     1.95e-09    5.42e-07    3.42e-03
2014 11 01  1640   56962  60000     5.12e-07    3.76e-06    1.21e-01
2014 11 01  1645   56962  60300     1.07e-06    6.94e-06    1.54e-01
2014 11 01  1650   56962  60600     6.56e-07    5.51e-06    1.18e-01
2014 11 01  1655   56962  60900     2.89e-07    3.40e-06    8.34e-02
2014 11 01  1700   56962  61200     1.01e-07    1.94e-06    5.13e-02
2014 11 01  1705   56962  61500     4.07e-08    1.22e-06    3.30e-02
2014 11 01  1710   56962  61800     2.28e-08    9.86e-07    2.30e-02
2014 11 01  1715   56962  62100     1.23e-08    8.38e-07    1.47e-02
2014 11 01  1720   56962  62400     5.37e-09    7.45e-07    6.95e-03
2014 11 01  1725   56962  62700     1.01e-09    5.87e-07    1.72e-03
2014 11 01  1730   56962  63000     1.01e-09    5.38e-07    1.88e-03
2014 11 01  1735   56962  63300     1.00e-09    5.17e-07    1.93e-03
2014 11 01  1740   56962  63600     1.00e-09    5.10e-07    1.96e-03
2014 11 01  1745   56962  63900     2.35e-09    5.86e-07    4.01e-03
2014 11 01  1750   56962  64200     1.04e-09    5.77e-07    1.80e-03
2014 11 01  1755   56962  64500     1.10e-09    5.47e-07    2.01e-03
2014 11 01  1800   56962  64800     1.00e-09    5.17e-07    1.94e-03
2014 11 01  1805   56962  65100     1.12e-09    4.96e-07    2.26e-03
2014 11 01  1810   56962  65400     1.00e-09    4.82e-07    2.08e-03
2014 11 01  1815   56962  65700     8.01e-08    1.04e-06    4.85e-02
2014 11 01  1820   56962  66000     9.77e-08    1.73e-06    5.19e-02
2014 11 01  1825   56962  66300     1.30e-08    8.48e-07    1.45e-02
2014 11 01  1830   56962  66600     1.36e-09    5.99e-07    2.23e-03
2014 11 01  1835   56962  66900     1.00e-09    5.25e-07    1.91e-03
2014 11 01  1840   56962  67200     1.00e-09    5.07e-07    1.97e-03
2014 11 01  1845   56962  67500     1.00e-09    5.07e-07    1.98e-03
2014 11 01  1850   56962  67800     1.00e-09    5.28e-07    1.89e-03
2014 11 01  1855   56962  68100     1.00e-09    5.01e-07    2.00e-03
2014 11 01  1900   56962  68400     1.00e-09    4.97e-07    2.01e-03
2014 11 01  1905   56962  68700     1.00e-09    4.94e-07    2.03e-03
2014 11 01  1910   56962  69000     1.00e-09    4.95e-07    2.02e-03
2014 11 01  1915   56962  69300     1.00e-09    4.73e-07    2.11e-03
2014 11 01  1920   56962  69600     1.00e-09    4.73e-07    2.12e-03
2014 11 01  1925   56962  69900     1.00e-09    4.73e-07    2.11e-03
2014 11 01  1930   56962  70200     1.00e-09    4.66e-07    2.15e-03
2014 11 01  1935   56962  70500     1.00e-09    4.64e-07    2.15e-03
2014 11 01  1940   56962  70800     1.00e-09    4.66e-07    2.15e-03
2014 11 01  1945   56962  71100     1.00e-09    4.71e-07    2.12e-03
2014 11 01  1950   56962  71400     1.05e-09    4.66e-07    2.25e-03
2014 11 01  1955   56962  71700     1.00e-09    4.43e-07    2.26e-03
2014 11 01  2000   56962  72000     1.00e-09    4.34e-07    2.30e-03
2014 11 01  2005   56962  72300     1.00e-09    4.34e-07    2.30e-03
2014 11 01  2010   56962  72600     1.02e-09    4.62e-07    2.22e-03
2014 11 01  2015   56962  72900     1.00e-09    4.77e-07    2.10e-03
2014 11 01  2020   56962  73200     1.00e-09    4.46e-07    2.24e-03
2014 11 01  2025   56962  73500     1.00e-09    4.86e-07    2.06e-03
2014 11 01  2030   56962  73800     1.00e-09    4.85e-07    2.06e-03
2014 11 01  2035   56962  74100     1.00e-09    4.60e-07    2.19e-03
2014 11 01  2040   56962  74400     1.00e-09    4.34e-07    2.31e-03
2014 11 01  2045   56962  74700     1.00e-09    4.26e-07    2.34e-03
2014 11 01  2050   56962  75000     1.00e-09    4.15e-07    2.41e-03
2014 11 01  2055   56962  75300     1.00e-09    4.06e-07    2.46e-03
2014 11 01  2100   56962  75600     1.00e-09    4.08e-07    2.45e-03
2014 11 01  2105   56962  75900     1.00e-09    3.97e-07    2.52e-03
2014 11 01  2110   56962  76200     1.00e-09    3.94e-07    2.54e-03
2014 11 01  2115   56962  76500     1.00e-09    4.08e-07    2.46e-03
2014 11 01  2120   56962  76800     1.00e-09    4.23e-07    2.36e-03
2014 11 01  2125   56962  77100     1.00e-09    4.10e-07    2.44e-03
2014 11 01  2130   56962  77400     1.00e-09    4.09e-07    2.45e-03
2014 11 01  2135   56962  77700     1.00e-09    3.95e-07    2.53e-03
2014 11 01  2140   56962  78000     1.00e-09    3.98e-07    2.51e-03
2014 11 01  2145   56962  78300     1.00e-09    3.91e-07    2.56e-03
2014 11 01  2150   56962  78600     1.00e-09    3.83e-07    2.61e-03
2014 11 01  2155   56962  78900     1.00e-09    3.76e-07    2.66e-03
2014 11 01  2200   56962  79200     1.00e-09    3.69e-07    2.71e-03
2014 11 01  2205   56962  79500     1.00e-09    3.72e-07    2.69e-03
2014 11 01  2210   56962  79800     1.00e-09    3.86e-07    2.59e-03
2014 11 01  2215   56962  80100     1.05e-09    4.11e-07    2.54e-03
2014 11 01  2220   56962  80400     1.02e-09    4.10e-07    2.50e-03
2014 11 01  2225   56962  80700     1.00e-09    3.99e-07    2.51e-03
2014 11 01  2230   56962  81000     1.00e-09    3.88e-07    2.58e-03
2014 11 01  2235   56962  81300     1.00e-09    3.78e-07    2.65e-03
2014 11 01  2240   56962  81600     1.00e-09    3.79e-07    2.64e-03
2014 11 01  2245   56962  81900     1.00e-09    3.72e-07    2.69e-03
2014 11 01  2250   56962  82200     1.00e-09    3.72e-07    2.69e-03
2014 11 01  2255   56962  82500     1.00e-09    3.80e-07    2.63e-03
2014 11 01  2300   56962  82800     1.00e-09    3.82e-07    2.62e-03
2014 11 01  2305   56962  83100     1.00e-09    3.95e-07    2.53e-03
2014 11 01  2310   56962  83400     1.00e-09    3.99e-07    2.51e-03
2014 11 01  2315   56962  83700     1.00e-09    3.92e-07    2.55e-03
2014 11 01  2320   56962  84000     1.00e-09    3.86e-07    2.59e-03
2014 11 01  2325   56962  84300     1.00e-09    3.90e-07    2.56e-03
2014 11 01  2330   56962  84600     1.00e-09    3.95e-07    2.53e-03
2014 11 01  2335   56962  84900     1.00e-09    3.80e-07    2.63e-03
2014 11 01  2340   56962  85200     1.00e-09    3.85e-07    2.60e-03
2014 11 01  2345   56962  85500     1.00e-09    3.84e-07    2.60e-03
2014 11 01  2350   56962  85800     1.00e-09    3.79e-07    2.64e-03
2014 11 01  2355   56962  86100     1.00e-09    3.67e-07    2.72e-03
